timestamp,parameter,value,is_anomaly,anomaly_type
2025-01-01 04:15:40,ATTITUDE_PITCH,-0.7423,0,none
2025-01-01 04:24:00,ATTITUDE_PITCH,1.2837,0,none
2025-01-01 04:32:20,ATTITUDE_PITCH,-1.2132,0,none
2025-01-01 04:40:40,ATTITUDE_PITCH,-0.9145,0,none
2025-01-01 04:49:00,ATTITUDE_PITCH,1.2631,0,none
2025-01-01 04:57:20,ATTITUDE_PITCH,-0.6868,0,none
2025-01-01 05:05:40,ATTITUDE_PITCH,-1.1631,0,none
2025-01-01 05:14:00,ATTITUDE_PITCH,0.5701,0,none
2025-01-01 05:22:20,ATTITUDE_PITCH,1.0833,0,none
2025-01-01 05:30:40,ATTITUDE_PITCH,0.3861,0,none
2025-01-01 05:39:00,ATTITUDE_PITCH,-1.6126,0,none
2025-01-01 05:47:20,ATTITUDE_PITCH,1.2626,0,none
2025-01-01 05:55:40,ATTITUDE_PITCH,-1.2575,0,none
2025-01-01 06:04:00,ATTITUDE_PITCH,0.1636,0,none
2025-01-01 06:12:20,ATTITUDE_PITCH,0.1433,0,none
2025-01-01 06:20:40,ATTITUDE_PITCH,-1.6378,0,none
2025-01-01 06:29:00,ATTITUDE_PITCH,1.0342,0,none
2025-01-01 06:37:20,ATTITUDE_PITCH,-1.3013,0,none
2025-01-01 06:45:40,ATTITUDE_PITCH,-0.9176,0,none
2025-01-01 06:54:00,ATTITUDE_PITCH,-1.2754,0,none
2025-01-01 07:02:20,ATTITUDE_PITCH,-1.0901,0,none
2025-01-01 07:10:40,ATTITUDE_PITCH,0.4601,0,none
2025-01-01 07:19:00,ATTITUDE_PITCH,-1.3417,0,none
2025-01-01 07:27:20,ATTITUDE_PITCH,0.2856,0,none
2025-01-01 07:35:40,ATTITUDE_PITCH,-1.3693,0,none
2025-01-01 07:44:00,ATTITUDE_PITCH,-0.7109,0,none
2025-01-01 07:52:20,ATTITUDE_PITCH,-1.6839,0,none
2025-01-01 08:00:40,ATTITUDE_PITCH,1.0267,0,none
2025-01-01 08:09:00,ATTITUDE_PITCH,1.2973,0,none
2025-01-01 08:17:20,ATTITUDE_PITCH,1.267,0,none
2025-01-01 08:25:40,ATTITUDE_PITCH,-0.3561,0,none
2025-01-01 08:34:00,ATTITUDE_PITCH,-1.6445,0,none
2025-01-01 08:42:20,ATTITUDE_PITCH,-0.6112,0,none
2025-01-01 08:50:40,ATTITUDE_PITCH,-1.5799,0,none
2025-01-01 08:59:00,ATTITUDE_PITCH,1.4267,0,none
2025-01-01 09:07:20,ATTITUDE_PITCH,0.5892,0,none
2025-01-01 09:15:40,ATTITUDE_PITCH,-1.5279,0,none
2025-01-01 09:24:00,ATTITUDE_PITCH,-1.199,0,none
2025-01-01 09:32:20,ATTITUDE_PITCH,-0.2235,0,none
2025-01-01 09:40:40,ATTITUDE_PITCH,0.9808,0,none
2025-01-01 09:49:00,ATTITUDE_PITCH,-0.7368,0,none
2025-01-01 09:57:20,ATTITUDE_PITCH,-1.3524,0,none
2025-01-01 10:05:40,ATTITUDE_PITCH,-1.1726,0,none
2025-01-01 10:14:00,ATTITUDE_PITCH,-1.5341,0,none
2025-01-01 10:22:20,ATTITUDE_PITCH,0.2162,0,none
2025-01-01 10:30:40,ATTITUDE_PITCH,-1.3761,0,none
2025-01-01 10:39:00,ATTITUDE_PITCH,0.9489,0,none
2025-01-01 10:47:20,ATTITUDE_PITCH,-1.1213,0,none
2025-01-01 10:55:40,ATTITUDE_PITCH,0.4479,0,none
2025-01-01 11:04:00,ATTITUDE_PITCH,-1.5366,0,none
2025-01-01 11:12:20,ATTITUDE_PITCH,-0.9268,0,none
2025-01-01 11:20:40,ATTITUDE_PITCH,-1.1454,0,none
2025-01-01 11:29:00,ATTITUDE_PITCH,-1.1559,0,none
2025-01-01 11:37:20,ATTITUDE_PITCH,-1.2483,0,none
2025-01-01 11:45:40,ATTITUDE_PITCH,-0.0311,0,none
2025-01-01 11:54:00,ATTITUDE_PITCH,-1.6687,0,none
2025-01-01 12:02:20,ATTITUDE_PITCH,-0.9471,0,none
2025-01-01 12:10:40,ATTITUDE_PITCH,-1.371,0,none
2025-01-01 12:19:00,ATTITUDE_PITCH,0.2786,0,none
2025-01-01 12:27:20,ATTITUDE_PITCH,-0.2328,0,none
2025-01-01 12:35:40,ATTITUDE_PITCH,-0.6324,0,none
2025-01-01 12:44:00,ATTITUDE_PITCH,0.0378,0,none
2025-01-01 12:52:20,ATTITUDE_PITCH,0.2001,0,none
2025-01-01 13:00:40,ATTITUDE_PITCH,-1.4233,0,none
2025-01-01 13:09:00,ATTITUDE_PITCH,-1.1682,0,none
2025-01-01 13:17:20,ATTITUDE_PITCH,-0.3108,0,none
2025-01-01 13:25:40,ATTITUDE_PITCH,-1.4366,0,none
2025-01-01 13:34:00,ATTITUDE_PITCH,0.4119,0,none
2025-01-01 13:42:20,ATTITUDE_PITCH,-0.908,0,none
2025-01-01 13:50:40,ATTITUDE_PITCH,-1.4226,0,none
2025-01-01 13:59:00,ATTITUDE_PITCH,-0.4973,0,none
2025-01-01 14:07:20,ATTITUDE_PITCH,-0.3246,0,none
2025-01-01 14:15:40,ATTITUDE_PITCH,-1.6061,0,none
2025-01-01 14:24:00,ATTITUDE_PITCH,-1.3644,0,none
2025-01-01 14:32:20,ATTITUDE_PITCH,-0.0988,0,none
2025-01-01 14:40:40,ATTITUDE_PITCH,-1.2795,0,none
2025-01-01 14:49:00,ATTITUDE_PITCH,-0.5479,0,none
2025-01-01 14:57:20,ATTITUDE_PITCH,-0.7633,0,none
2025-01-01 15:05:40,ATTITUDE_PITCH,-1.4195,0,none
2025-01-01 15:14:00,ATTITUDE_PITCH,-0.7363,0,none
2025-01-01 15:22:20,ATTITUDE_PITCH,-0.2034,0,none
2025-01-01 15:30:40,ATTITUDE_PITCH,-0.8148,0,none
2025-01-01 15:39:00,ATTITUDE_PITCH,-0.517,0,none
2025-01-01 15:47:20,ATTITUDE_PITCH,-1.4714,0,none
2025-01-01 15:55:40,ATTITUDE_PITCH,-1.3321,0,none
2025-01-01 16:04:00,ATTITUDE_PITCH,-1.7005,0,none
2025-01-01 16:12:20,ATTITUDE_PITCH,-1.2125,0,none
2025-01-01 16:20:40,ATTITUDE_PITCH,0.3963,0,none
2025-01-01 16:29:00,ATTITUDE_PITCH,0.0737,0,none
2025-01-01 16:37:20,ATTITUDE_PITCH,-0.3607,0,none
2025-01-01 16:45:40,ATTITUDE_PITCH,-1.8619,0,none
2025-01-01 16:54:00,ATTITUDE_PITCH,-0.6967,0,none
2025-01-01 17:02:20,ATTITUDE_PITCH,-1.4268,0,none
2025-01-01 17:10:40,ATTITUDE_PITCH,-1.769,0,none
2025-01-01 17:19:00,ATTITUDE_PITCH,-1.2824,0,none
2025-01-01 17:27:20,ATTITUDE_PITCH,-1.8174,0,none
2025-01-01 17:35:40,ATTITUDE_PITCH,-1.4172,0,none
2025-01-01 17:44:00,ATTITUDE_PITCH,0.3474,0,none
2025-01-01 17:52:20,ATTITUDE_PITCH,1.1655,0,none
2025-01-01 18:00:40,ATTITUDE_PITCH,-1.595,0,none
2025-01-01 18:09:00,ATTITUDE_PITCH,0.7796,0,none
2025-01-01 18:17:20,ATTITUDE_PITCH,-0.349,0,none
2025-01-01 18:25:40,ATTITUDE_PITCH,1.1641,0,none
2025-01-01 18:34:00,ATTITUDE_PITCH,-1.8496,0,none
2025-01-01 18:42:20,ATTITUDE_PITCH,0.6561,0,none
2025-01-01 18:50:40,ATTITUDE_PITCH,0.2018,0,none
2025-01-01 18:59:00,ATTITUDE_PITCH,-1.1525,0,none
2025-01-01 19:07:20,ATTITUDE_PITCH,-0.8248,0,none
2025-01-01 19:15:40,ATTITUDE_PITCH,-0.2189,0,none
2025-01-01 19:24:00,ATTITUDE_PITCH,1.2456,0,none
2025-01-01 19:32:20,ATTITUDE_PITCH,-1.5265,0,none
2025-01-01 19:40:40,ATTITUDE_PITCH,1.5839,0,none
2025-01-01 19:49:00,ATTITUDE_PITCH,-0.9432,0,none
2025-01-01 19:57:20,ATTITUDE_PITCH,-1.282,0,none
2025-01-01 20:05:40,ATTITUDE_PITCH,0.9897,0,none
2025-01-01 20:14:00,ATTITUDE_PITCH,-0.0561,0,none
2025-01-01 20:22:20,ATTITUDE_PITCH,-0.06,0,none
2025-01-01 20:30:40,ATTITUDE_PITCH,-0.6678,0,none
2025-01-01 20:39:00,ATTITUDE_PITCH,1.4372,0,none
2025-01-01 20:47:20,ATTITUDE_PITCH,1.6309,0,none
2025-01-01 20:55:40,ATTITUDE_PITCH,-1.634,0,none
2025-01-01 21:04:00,ATTITUDE_PITCH,-0.577,0,none
2025-01-01 21:12:20,ATTITUDE_PITCH,-0.6827,0,none
2025-01-01 21:20:40,ATTITUDE_PITCH,1.0854,0,none
2025-01-01 21:29:00,ATTITUDE_PITCH,0.8949,0,none
2025-01-01 21:37:20,ATTITUDE_PITCH,-0.6882,0,none
2025-01-01 21:45:40,ATTITUDE_PITCH,-0.2456,0,none
2025-01-01 21:54:00,ATTITUDE_PITCH,-1.3354,0,none
2025-01-01 22:02:20,ATTITUDE_PITCH,1.0957,0,none
2025-01-01 22:10:40,ATTITUDE_PITCH,-1.4661,0,none
2025-01-01 22:19:00,ATTITUDE_PITCH,1.3599,0,none
2025-01-01 22:27:20,ATTITUDE_PITCH,1.2993,0,none
2025-01-01 22:35:40,ATTITUDE_PITCH,-0.6367,0,none
2025-01-01 22:44:00,ATTITUDE_PITCH,1.1522,0,none
2025-01-01 22:52:20,ATTITUDE_PITCH,0.9831,0,none
2025-01-01 23:00:40,ATTITUDE_PITCH,-1.0606,0,none
2025-01-01 23:09:00,ATTITUDE_PITCH,-0.2949,0,none
2025-01-01 23:17:20,ATTITUDE_PITCH,1.2773,0,none
2025-01-01 23:25:40,ATTITUDE_PITCH,-0.968,0,none
2025-01-01 23:34:00,ATTITUDE_PITCH,1.3542,0,none
2025-01-01 23:42:20,ATTITUDE_PITCH,1.0347,0,none
2025-01-01 23:50:40,ATTITUDE_PITCH,0.2979,0,none
2025-01-01 23:59:00,ATTITUDE_PITCH,1.7171,0,none
2025-01-02 00:07:20,ATTITUDE_PITCH,0.5189,0,none
2025-01-02 00:15:40,ATTITUDE_PITCH,-1.0037,0,none
2025-01-02 00:24:00,ATTITUDE_PITCH,0.4974,0,none
2025-01-02 00:32:20,ATTITUDE_PITCH,1.6333,0,none
2025-01-02 00:40:40,ATTITUDE_PITCH,1.3849,0,none
2025-01-02 00:49:00,ATTITUDE_PITCH,0.9817,0,none
2025-01-02 00:57:20,ATTITUDE_PITCH,-0.0348,0,none
2025-01-02 01:05:40,ATTITUDE_PITCH,1.0129,0,none
2025-01-02 01:14:00,ATTITUDE_PITCH,1.1034,0,none
2025-01-02 01:22:20,ATTITUDE_PITCH,0.9192,0,none
2025-01-02 01:30:40,ATTITUDE_PITCH,-0.3249,0,none
2025-01-02 01:39:00,ATTITUDE_PITCH,1.6038,0,none
2025-01-02 01:47:20,ATTITUDE_PITCH,1.2278,0,none
2025-01-02 01:55:40,ATTITUDE_PITCH,1.9205,0,none
2025-01-02 02:04:00,ATTITUDE_PITCH,0.1465,0,none
2025-01-02 02:12:20,ATTITUDE_PITCH,1.1464,0,none
2025-01-02 02:20:40,ATTITUDE_PITCH,0.8475,0,none
2025-01-02 02:29:00,ATTITUDE_PITCH,0.4357,0,none
2025-01-02 02:37:20,ATTITUDE_PITCH,1.4728,0,none
2025-01-02 02:45:40,ATTITUDE_PITCH,0.4877,0,none
2025-01-02 02:54:00,ATTITUDE_PITCH,1.3966,0,none
2025-01-02 03:02:20,ATTITUDE_PITCH,0.1684,0,none
2025-01-02 03:10:40,ATTITUDE_PITCH,0.4538,0,none
2025-01-02 03:19:00,ATTITUDE_PITCH,-0.0987,0,none
2025-01-02 03:27:20,ATTITUDE_PITCH,0.6382,0,none
2025-01-02 03:35:40,ATTITUDE_PITCH,0.9028,0,none
2025-01-02 03:44:00,ATTITUDE_PITCH,0.6284,0,none
2025-01-01 00:05:30,ATTITUDE_ROLL,0.5919,0,none
2025-01-01 00:13:50,ATTITUDE_ROLL,1.6978,0,none
2025-01-01 00:22:10,ATTITUDE_ROLL,1.4417,0,none
2025-01-01 00:30:30,ATTITUDE_ROLL,0.8893,0,none
2025-01-01 00:38:50,ATTITUDE_ROLL,1.5215,0,none
2025-01-01 00:47:10,ATTITUDE_ROLL,0.796,0,none
2025-01-01 00:55:30,ATTITUDE_ROLL,1.4254,0,none
2025-01-01 01:03:50,ATTITUDE_ROLL,1.5556,0,none
2025-01-01 01:12:10,ATTITUDE_ROLL,0.5867,0,none
2025-01-01 01:20:30,ATTITUDE_ROLL,1.0344,0,none
2025-01-01 01:28:50,ATTITUDE_ROLL,0.7125,0,none
2025-01-01 01:37:10,ATTITUDE_ROLL,-0.2852,0,none
2025-01-01 01:45:30,ATTITUDE_ROLL,0.9872,0,none
2025-01-01 01:53:50,ATTITUDE_ROLL,1.3023,0,none
2025-01-01 02:02:10,ATTITUDE_ROLL,1.4669,0,none
2025-01-01 02:10:30,ATTITUDE_ROLL,0.0994,0,none
2025-01-01 02:18:50,ATTITUDE_ROLL,1.4444,0,none
2025-01-01 02:27:10,ATTITUDE_ROLL,0.5693,0,none
2025-01-01 02:35:30,ATTITUDE_ROLL,1.3926,0,none
2025-01-01 02:43:50,ATTITUDE_ROLL,0.1093,0,none
2025-01-01 02:52:10,ATTITUDE_ROLL,0.6729,0,none
2025-01-01 03:00:30,ATTITUDE_ROLL,0.008,0,none
2025-01-01 03:08:50,ATTITUDE_ROLL,1.5576,0,none
2025-01-01 03:17:10,ATTITUDE_ROLL,1.4477,0,none
2025-01-01 03:25:30,ATTITUDE_ROLL,1.5621,0,none
2025-01-01 03:33:50,ATTITUDE_ROLL,-0.3229,0,none
2025-01-01 03:42:10,ATTITUDE_ROLL,0.8103,0,none
2025-01-01 03:50:30,ATTITUDE_ROLL,1.5473,0,none
2025-01-01 03:58:50,ATTITUDE_ROLL,0.996,0,none
2025-01-01 04:07:10,ATTITUDE_ROLL,-1.2633,0,none
2025-01-01 04:15:30,ATTITUDE_ROLL,1.0042,0,none
2025-01-01 04:23:50,ATTITUDE_ROLL,-0.7663,0,none
2025-01-01 04:32:10,ATTITUDE_ROLL,-1.0278,0,none
2025-01-01 04:40:30,ATTITUDE_ROLL,-0.9723,0,none
2025-01-01 04:48:50,ATTITUDE_ROLL,-1.1566,0,none
2025-01-01 04:57:10,ATTITUDE_ROLL,0.181,0,none
2025-01-01 05:05:30,ATTITUDE_ROLL,0.5363,0,none
2025-01-01 05:13:50,ATTITUDE_ROLL,1.6313,0,none
2025-01-01 05:22:10,ATTITUDE_ROLL,1.6873,0,none
2025-01-01 05:30:30,ATTITUDE_ROLL,-0.1198,0,none
2025-01-01 05:38:50,ATTITUDE_ROLL,-0.3481,0,none
2025-01-01 05:47:10,ATTITUDE_ROLL,0.758,0,none
2025-01-01 05:55:30,ATTITUDE_ROLL,-1.4459,0,none
2025-01-01 06:03:50,ATTITUDE_ROLL,-1.0477,0,none
2025-01-01 06:12:10,ATTITUDE_ROLL,1.3488,0,none
2025-01-01 06:20:30,ATTITUDE_ROLL,0.9039,0,none
2025-01-01 06:28:50,ATTITUDE_ROLL,-1.4196,0,none
2025-01-01 06:37:10,ATTITUDE_ROLL,-0.759,0,none
2025-01-01 06:45:30,ATTITUDE_ROLL,0.9606,0,none
2025-01-01 06:53:50,ATTITUDE_ROLL,-0.0253,0,none
2025-01-01 07:02:10,ATTITUDE_ROLL,0.3518,0,none
2025-01-01 07:10:30,ATTITUDE_ROLL,-1.6448,0,none
2025-01-01 07:18:50,ATTITUDE_ROLL,-1.5531,0,none
2025-01-01 07:27:10,ATTITUDE_ROLL,-1.3422,0,none
2025-01-01 07:35:30,ATTITUDE_ROLL,0.2435,0,none
2025-01-01 07:43:50,ATTITUDE_ROLL,-1.7297,0,none
2025-01-01 07:52:10,ATTITUDE_ROLL,0.755,0,none
2025-01-01 08:00:30,ATTITUDE_ROLL,-0.0857,0,none
2025-01-01 08:08:50,ATTITUDE_ROLL,0.3105,0,none
2025-01-01 08:17:10,ATTITUDE_ROLL,0.2775,0,none
2025-01-01 08:25:30,ATTITUDE_ROLL,-0.6323,0,none
2025-01-01 08:33:50,ATTITUDE_ROLL,0.8953,0,none
2025-01-01 08:42:10,ATTITUDE_ROLL,0.9966,0,none
2025-01-01 08:50:30,ATTITUDE_ROLL,-1.4488,0,none
2025-01-01 08:58:50,ATTITUDE_ROLL,0.615,0,none
2025-01-01 09:07:10,ATTITUDE_ROLL,0.9047,0,none
2025-01-01 09:15:30,ATTITUDE_ROLL,-0.8361,0,none
2025-01-01 09:23:50,ATTITUDE_ROLL,-1.6979,0,none
2025-01-01 09:32:10,ATTITUDE_ROLL,0.9671,0,none
2025-01-01 09:40:30,ATTITUDE_ROLL,-1.7101,0,none
2025-01-01 09:48:50,ATTITUDE_ROLL,-0.9063,0,none
2025-01-01 09:57:10,ATTITUDE_ROLL,-0.0952,0,none
2025-01-01 10:05:30,ATTITUDE_ROLL,0.8983,0,none
2025-01-01 10:13:50,ATTITUDE_ROLL,-1.7952,0,none
2025-01-01 10:22:10,ATTITUDE_ROLL,-1.0531,0,none
2025-01-01 10:30:30,ATTITUDE_ROLL,0.1105,0,none
2025-01-01 10:38:50,ATTITUDE_ROLL,-1.1172,0,none
2025-01-01 10:47:10,ATTITUDE_ROLL,-1.8068,0,none
2025-01-01 10:55:30,ATTITUDE_ROLL,-0.0053,0,none
2025-01-01 11:03:50,ATTITUDE_ROLL,-1.2275,0,none
2025-01-01 11:12:10,ATTITUDE_ROLL,-0.6292,0,none
2025-01-01 11:20:30,ATTITUDE_ROLL,-1.5791,0,none
2025-01-01 11:28:50,ATTITUDE_ROLL,-1.7965,0,none
2025-01-01 11:37:10,ATTITUDE_ROLL,-0.2621,0,none
2025-01-01 11:45:30,ATTITUDE_ROLL,-1.1798,0,none
2025-01-01 11:53:50,ATTITUDE_ROLL,-0.2366,0,none
2025-01-01 12:02:10,ATTITUDE_ROLL,-1.4444,0,none
2025-01-01 12:10:30,ATTITUDE_ROLL,-1.5607,0,none
2025-01-01 12:18:50,ATTITUDE_ROLL,-1.445,0,none
2025-01-01 12:27:10,ATTITUDE_ROLL,-0.9916,0,none
2025-01-01 12:35:30,ATTITUDE_ROLL,-0.4014,0,none
2025-01-01 12:43:50,ATTITUDE_ROLL,-1.6847,0,none
2025-01-01 12:52:10,ATTITUDE_ROLL,-1.6401,0,none
2025-01-01 13:00:30,ATTITUDE_ROLL,-0.9709,0,none
2025-01-01 13:08:50,ATTITUDE_ROLL,-1.3348,0,none
2025-01-01 13:17:10,ATTITUDE_ROLL,-1.9423,0,none
2025-01-01 13:25:30,ATTITUDE_ROLL,-1.2855,0,none
2025-01-01 13:33:50,ATTITUDE_ROLL,-0.4975,0,none
2025-01-01 13:42:10,ATTITUDE_ROLL,-1.25,0,none
2025-01-01 13:50:30,ATTITUDE_ROLL,-0.8734,0,none
2025-01-01 13:58:50,ATTITUDE_ROLL,-1.4649,0,none
2025-01-01 14:07:10,ATTITUDE_ROLL,-1.2258,0,none
2025-01-01 14:15:30,ATTITUDE_ROLL,-1.5979,0,none
2025-01-01 14:23:50,ATTITUDE_ROLL,-0.7456,0,none
2025-01-01 14:32:10,ATTITUDE_ROLL,-0.0515,0,none
2025-01-01 14:40:30,ATTITUDE_ROLL,-0.3662,0,none
2025-01-01 14:48:50,ATTITUDE_ROLL,-1.4834,0,none
2025-01-01 14:57:10,ATTITUDE_ROLL,-0.9069,0,none
2025-01-01 15:05:30,ATTITUDE_ROLL,0.3767,0,none
2025-01-01 15:13:50,ATTITUDE_ROLL,-0.2372,0,none
2025-01-01 15:22:10,ATTITUDE_ROLL,-0.2384,0,none
2025-01-01 15:30:30,ATTITUDE_ROLL,-1.5353,0,none
2025-01-01 15:38:50,ATTITUDE_ROLL,-1.2324,0,none
2025-01-01 15:47:10,ATTITUDE_ROLL,-0.4415,0,none
2025-01-01 15:55:30,ATTITUDE_ROLL,-1.6262,0,none
2025-01-01 16:03:50,ATTITUDE_ROLL,-1.2633,0,none
2025-01-01 16:12:10,ATTITUDE_ROLL,-0.7798,0,none
2025-01-01 16:20:30,ATTITUDE_ROLL,0.6044,0,none
2025-01-01 16:28:50,ATTITUDE_ROLL,-1.5458,0,none
2025-01-01 16:37:10,ATTITUDE_ROLL,-1.1349,0,none
2025-01-01 16:45:30,ATTITUDE_ROLL,-1.6755,0,none
2025-01-01 16:53:50,ATTITUDE_ROLL,-1.5454,0,none
2025-01-01 17:02:10,ATTITUDE_ROLL,-1.1773,0,none
2025-01-01 17:10:30,ATTITUDE_ROLL,-0.8644,0,none
2025-01-01 17:18:50,ATTITUDE_ROLL,-0.3935,0,none
2025-01-01 17:27:10,ATTITUDE_ROLL,-1.469,0,none
2025-01-01 17:35:30,ATTITUDE_ROLL,1.0396,0,none
2025-01-01 17:43:50,ATTITUDE_ROLL,-1.3656,0,none
2025-01-01 17:52:10,ATTITUDE_ROLL,-0.4428,0,none
2025-01-01 18:00:30,ATTITUDE_ROLL,-1.1408,0,none
2025-01-01 18:08:50,ATTITUDE_ROLL,-0.7253,0,none
2025-01-01 18:17:10,ATTITUDE_ROLL,-1.1407,0,none
2025-01-01 18:25:30,ATTITUDE_ROLL,0.6381,0,none
2025-01-01 18:33:50,ATTITUDE_ROLL,-0.3572,0,none
2025-01-01 18:42:10,ATTITUDE_ROLL,0.9072,0,none
2025-01-01 18:50:30,ATTITUDE_ROLL,1.5413,0,none
2025-01-01 18:58:50,ATTITUDE_ROLL,0.8846,0,none
2025-01-01 19:07:10,ATTITUDE_ROLL,0.3054,0,none
2025-01-01 19:15:30,ATTITUDE_ROLL,1.1494,0,none
2025-01-01 19:23:50,ATTITUDE_ROLL,1.2433,0,none
2025-01-01 19:32:10,ATTITUDE_ROLL,-1.5376,0,none
2025-01-01 19:40:30,ATTITUDE_ROLL,1.4543,0,none
2025-01-01 19:48:50,ATTITUDE_ROLL,-1.4521,0,none
2025-01-01 19:57:10,ATTITUDE_ROLL,1.2671,0,none
2025-01-01 20:05:30,ATTITUDE_ROLL,-0.5288,0,none
2025-01-01 20:13:50,ATTITUDE_ROLL,1.5011,0,none
2025-01-01 20:22:10,ATTITUDE_ROLL,0.0608,0,none
2025-01-01 20:30:30,ATTITUDE_ROLL,0.7765,0,none
2025-01-01 20:38:50,ATTITUDE_ROLL,-1.2696,0,none
2025-01-01 20:47:10,ATTITUDE_ROLL,-1.4192,0,none
2025-01-01 20:55:30,ATTITUDE_ROLL,-1.4688,0,none
2025-01-01 21:03:50,ATTITUDE_ROLL,-0.8768,0,none
2025-01-01 21:12:10,ATTITUDE_ROLL,1.8277,0,none
2025-01-01 21:20:30,ATTITUDE_ROLL,0.341,0,none
2025-01-01 21:28:50,ATTITUDE_ROLL,0.3598,0,none
2025-01-01 21:37:10,ATTITUDE_ROLL,-0.1283,0,none
2025-01-01 21:45:30,ATTITUDE_ROLL,-0.7688,0,none
2025-01-01 21:53:50,ATTITUDE_ROLL,1.7708,0,none
2025-01-01 22:02:10,ATTITUDE_ROLL,1.2293,0,none
2025-01-01 22:10:30,ATTITUDE_ROLL,-1.4069,0,none
2025-01-01 22:18:50,ATTITUDE_ROLL,0.1204,0,none
2025-01-01 22:27:10,ATTITUDE_ROLL,1.5068,0,none
2025-01-01 22:35:30,ATTITUDE_ROLL,1.5494,0,none
2025-01-01 22:43:50,ATTITUDE_ROLL,-0.2246,0,none
2025-01-01 22:52:10,ATTITUDE_ROLL,-0.7022,0,none
2025-01-01 23:00:30,ATTITUDE_ROLL,0.8878,0,none
2025-01-01 23:08:50,ATTITUDE_ROLL,1.5972,0,none
2025-01-01 23:17:10,ATTITUDE_ROLL,-0.3914,0,none
2025-01-01 23:25:30,ATTITUDE_ROLL,1.4245,0,none
2025-01-01 23:33:50,ATTITUDE_ROLL,1.3038,0,none
2025-01-01 23:42:10,ATTITUDE_ROLL,0.4492,0,none
2025-01-01 23:50:30,ATTITUDE_ROLL,1.1703,0,none
2025-01-01 23:58:50,ATTITUDE_ROLL,1.4407,0,none
2025-01-02 00:07:10,ATTITUDE_ROLL,1.1712,0,none
2025-01-02 00:15:30,ATTITUDE_ROLL,-0.8317,0,none
2025-01-02 00:23:50,ATTITUDE_ROLL,-0.2161,0,none
2025-01-02 00:32:10,ATTITUDE_ROLL,0.9158,0,none
2025-01-02 00:40:30,ATTITUDE_ROLL,0.4133,0,none
2025-01-02 00:48:50,ATTITUDE_ROLL,1.3894,0,none
2025-01-02 00:57:10,ATTITUDE_ROLL,-0.6443,0,none
2025-01-02 01:05:30,ATTITUDE_ROLL,-0.1325,0,none
2025-01-02 01:13:50,ATTITUDE_ROLL,1.3033,0,none
2025-01-02 01:22:10,ATTITUDE_ROLL,1.8766,0,none
2025-01-02 01:30:30,ATTITUDE_ROLL,-0.3529,0,none
2025-01-02 01:38:50,ATTITUDE_ROLL,-0.0967,0,none
2025-01-02 01:47:10,ATTITUDE_ROLL,0.686,0,none
2025-01-02 01:55:30,ATTITUDE_ROLL,1.0247,0,none
2025-01-02 02:03:50,ATTITUDE_ROLL,1.1907,0,none
2025-01-02 02:12:10,ATTITUDE_ROLL,1.1236,0,none
2025-01-02 02:20:30,ATTITUDE_ROLL,1.0273,0,none
2025-01-02 02:28:50,ATTITUDE_ROLL,1.3546,0,none
2025-01-02 02:37:10,ATTITUDE_ROLL,1.2936,0,none
2025-01-02 02:45:30,ATTITUDE_ROLL,0.8299,0,none
