timestamp,parameter,value,hour,minute,day,weekday,is_weekend,elapsed_sec,minute_of_day,rolling_mean_5,rolling_std_5,rolling_mean_10,deviation_from_mean,change_rate,abs_change_rate,lag_1,lag_2,lag_3,z_score
2025-01-01 00:04:00,BATT_CURRENT,2.3773,0,4,1,2,0,240.0,4,2.3773,0.0,2.3773,0.0,0.0,0.0,2.3773,2.3773,2.3773,0.0
2025-01-01 00:04:10,CPU_TEMP,44.8039,0,4,1,2,0,250.0,4,44.76965,0.04843681451127867,44.76965,0.034250000000000114,0.06850000000000023,0.06850000000000023,44.7354,44.7354,44.7354,0.7071067811865475
2025-01-01 00:04:20,GYRO_Y,-0.0101,0,4,1,2,0,260.0,4,-0.0101,0.0,-0.0101,0.0,0.0,0.0,-0.0101,-0.0101,-0.0101,0.0
2025-01-01 00:04:30,CPU_TEMP,44.1257,0,4,1,2,0,270.0,4,44.555,0.37335898274984436,44.555,-0.4292999999999978,-0.6781999999999968,0.6781999999999968,44.8039,44.7354,44.7354,-1.1498317164840646
2025-01-01 00:04:40,DATA_RATE,96.3435,0,4,1,2,0,280.0,4,96.86500000000001,2.4425666602981417,96.86500000000001,-0.5215000000000032,1.6182000000000016,1.6182000000000016,94.7253,99.5262,99.5262,-0.21350492024498052
2025-01-01 00:04:50,DATA_RATE,106.854,0,4,1,2,0,290.0,4,99.36225,5.377959790664112,99.36225,7.491749999999996,10.510499999999993,10.510499999999993,96.3435,94.7253,99.5262,1.3930468600760695
2025-01-01 00:05:00,GYRO_Z,0.0038,0,5,1,2,0,300.0,5,0.0017000000000000001,0.0080049984384758,0.0017000000000000001,0.0021,-0.0025,0.0025,0.0063,-0.0096,0.0108,0.2623360911485515
2025-01-01 00:05:10,GYRO_X,0.0011,0,5,1,2,0,310.0,5,-0.0010500000000000002,0.0030405591591021546,-0.0010500000000000002,0.00215,0.0043,0.0043,-0.0032,-0.0032,-0.0032,0.7071067811865475
2025-01-01 00:05:20,MEMORY_USAGE,56.4621,0,5,1,2,0,320.0,5,54.8421,2.2910259710444127,54.8421,1.6199999999999974,3.240000000000002,3.240000000000002,53.2221,53.2221,53.2221,0.7071067811865468
2025-01-01 00:05:30,ATTITUDE_YAW,-0.1654,0,5,1,2,0,330.0,5,0.11786666666666668,0.43036375699323626,0.11786666666666668,-0.28326666666666667,-0.7785,0.7785,0.6131,-0.0941,-0.0941,-0.6582028854979035
2025-01-01 00:05:40,ATTITUDE_PITCH,0.1114,0,5,1,2,0,340.0,5,0.10203333333333332,0.08832328873707847,0.10203333333333332,0.009366666666666676,-0.0739,0.0739,0.1853,0.0094,0.0094,0.10604979502687509
2025-01-01 00:05:50,ATTITUDE_PITCH,-0.3086,0,5,1,2,0,350.0,5,-0.0006250000000000006,0.2176134244480335,-0.0006250000000000006,-0.307975,-0.42,0.42,0.1114,0.1853,0.0094,-1.4152389760933384
2025-01-01 00:06:00,MEMORY_USAGE,56.2124,0,6,1,2,0,360.0,6,55.29886666666667,1.8028608829672164,55.29886666666667,0.9135333333333335,-0.24969999999999715,0.24969999999999715,56.4621,53.2221,53.2221,0.5067131590485262
2025-01-01 00:06:10,SOLAR_POWER,102.2403,0,6,1,2,0,370.0,6,101.174,0.7606739555595845,101.174,1.0662999999999982,1.2302000000000106,1.2302000000000106,101.0101,101.0099,100.4357,1.401783237360325
2025-01-01 00:06:20,SOLAR_POWER,98.7989,0,6,1,2,0,380.0,6,100.69898,1.2498754545953774,100.69898,-1.9000800000000027,-3.4414000000000016,3.4414000000000016,102.2403,101.0101,101.0099,-1.5202154686805305
2025-01-01 00:06:30,GYRO_Z,-0.0003,0,6,1,2,0,390.0,6,0.0022,0.007726901060580496,0.0013666666666666669,-0.0025,-0.0041,0.0041,0.0038,0.0063,-0.0096,-0.3235449736446067
2025-01-01 00:06:40,ATTITUDE_PITCH,-0.2514,0,6,1,2,0,400.0,6,-0.050780000000000006,0.21930417688680715,-0.050780000000000006,-0.20062000000000002,0.05719999999999997,0.05719999999999997,-0.3086,0.1114,0.1853,-0.9148024577003343
2025-01-01 00:06:50,GYRO_Z,0.0068,0,6,1,2,0,410.0,6,0.0014,0.006760547315121757,0.002142857142857143,0.005399999999999999,0.0070999999999999995,0.0070999999999999995,-0.0003,0.0038,0.0063,0.7987518980780546
2025-01-01 00:07:00,GYRO_Z,0.0074,0,7,1,2,0,420.0,7,0.0048000000000000004,0.003163068130786943,0.0028,0.0026,0.0006000000000000007,0.0006000000000000007,0.0068,-0.0003,0.0038,0.8219867206442825
2025-01-01 00:07:10,THRUSTER_TEMP,23.7518,0,7,1,2,0,430.0,7,23.152833333333334,0.5500044757393642,23.152833333333334,0.5989666666666658,1.0812999999999988,1.0812999999999988,22.6705,23.0362,23.0362,1.0890214408918806
2025-01-01 00:07:20,ATTITUDE_ROLL,0.1468,0,7,1,2,0,440.0,7,0.022280000000000005,0.1096786077592162,0.022280000000000005,0.12452,0.10520000000000002,0.10520000000000002,0.0416,-0.089,-0.0923,1.1353171100910213
2025-01-01 00:07:30,SOLAR_POWER,97.1966,0,7,1,2,0,450.0,7,100.05116000000001,2.0216175548307866,100.11525,-2.8545600000000064,-1.6022999999999996,1.6022999999999996,98.7989,102.2403,101.0101,-1.4120178137446668
2025-01-01 00:07:40,GYRO_X,-0.0032,0,7,1,2,0,460.0,7,-0.0017666666666666666,0.002482606157515391,-0.0017666666666666666,-0.0014333333333333336,-0.0043,0.0043,0.0011,-0.0032,-0.0032,-0.5773502691896258
2025-01-01 00:07:50,DATA_RATE,105.3967,0,7,1,2,0,470.0,7,100.56914,5.382820449634184,100.56914,4.827559999999991,-1.4573000000000036,1.4573000000000036,106.854,96.3435,94.7253,0.8968458162724101
2025-01-01 00:08:00,GYRO_Z,0.0008,0,8,1,2,0,480.0,8,0.0036999999999999997,0.0034539832078341096,0.002577777777777778,-0.0029,-0.0066,0.0066,0.0074,0.0068,-0.0003,-0.8396103355170924
2025-01-01 00:08:10,SOLAR_POWER,98.6842,0,8,1,2,0,490.0,8,99.58601999999999,2.0134157114217675,99.9108142857143,-0.9018199999999865,1.4876000000000005,1.4876000000000005,97.1966,98.7989,102.2403,-0.44790551443704046
2025-01-01 00:08:20,PAYLOAD_TEMP,25.1271,0,8,1,2,0,500.0,8,24.97075,0.2211122904770331,24.97075,0.15634999999999977,0.31269999999999953,0.31269999999999953,24.8144,24.8144,24.8144,0.7071067811865475
2025-01-01 00:08:30,MEMORY_USAGE,56.9221,0,8,1,2,0,510.0,8,55.704675,1.6809500852692396,55.704675,1.2174249999999986,0.709699999999998,0.709699999999998,56.2124,56.4621,53.2221,0.724248156247306
2025-01-01 00:08:40,CPU_TEMP,45.1068,0,8,1,2,0,520.0,8,44.692949999999996,0.4111594540645592,44.692949999999996,0.4138500000000036,0.9810999999999979,0.9810999999999979,44.1257,44.8039,44.7354,1.0065438017023487
2025-01-01 00:08:50,MEMORY_USAGE,56.0348,0,8,1,2,0,530.0,8,55.7707,1.463212696432066,55.7707,0.2640999999999991,-0.8873000000000033,0.8873000000000033,56.9221,56.2124,56.4621,0.1804932397347201
2025-01-01 00:09:00,PAYLOAD_TEMP,24.7749,0,9,1,2,0,540.0,9,24.905466666666666,0.19295352635630497,24.905466666666666,-0.13056666666666672,-0.35219999999999985,0.35219999999999985,25.1271,24.8144,24.8144,-0.6766741667398415
2025-01-01 00:09:10,GYRO_Z,0.0054,0,9,1,2,0,550.0,9,0.00402,0.003538643808014591,0.00286,0.0013800000000000002,0.0046,0.0046,0.0008,0.0074,0.0068,0.3899799117601129
2025-01-01 00:09:20,RF_SIGNAL_STRENGTH,-63.4152,0,9,1,2,0,560.0,9,-65.69695,3.2268817959448133,-65.69695,2.2817500000000024,4.563500000000005,4.563500000000005,-67.9787,-67.9787,-67.9787,0.7071067811865475
2025-01-01 00:09:30,ATTITUDE_YAW,0.3594,0,9,1,2,0,570.0,9,0.17825000000000002,0.3715641218775928,0.17825000000000002,0.18114999999999998,0.5247999999999999,0.5247999999999999,-0.1654,0.6131,-0.0941,0.48753361622917296
2025-01-01 00:09:40,MEMORY_USAGE,54.6307,0,9,1,2,0,580.0,9,56.05242,0.8618835228730142,55.5807,-1.4217200000000005,-1.4040999999999997,1.4040999999999997,56.0348,56.9221,56.2124,-1.649550040428688
2025-01-01 00:09:50,THRUSTER_TEMP,23.0271,0,9,1,2,0,590.0,9,23.1214,0.45345580453520085,23.1214,-0.0943000000000005,-0.7246999999999986,0.7246999999999986,23.7518,22.6705,23.0362,-0.20795852441818324
2025-01-01 00:10:00,THRUSTER_TEMP,22.9809,0,10,1,2,0,600.0,10,23.0933,0.3976992268033719,23.0933,-0.11240000000000094,-0.04620000000000246,0.04620000000000246,23.0271,23.7518,22.6705,-0.28262564376463595
2025-01-01 00:10:10,DATA_RATE,94.9208,0,10,1,2,0,610.0,10,99.64806,5.9681048719840675,99.62774999999999,-4.727260000000001,-10.475899999999996,10.475899999999996,105.3967,106.854,96.3435,-0.7920872875728215
2025-01-01 00:10:20,RF_SIGNAL_STRENGTH,-65.5773,0,10,1,2,0,620.0,10,-65.65706666666667,2.2827954580586813,-65.65706666666667,0.07976666666667143,-2.1620999999999952,2.1620999999999952,-63.4152,-67.9787,-67.9787,0.034942537836703966
2025-01-01 00:10:30,ATTITUDE_PITCH,0.0071,0,10,1,2,0,630.0,10,-0.05124000000000001,0.21914874628890763,-0.041133333333333334,0.05834000000000001,0.2585,0.2585,-0.2514,-0.3086,0.1114,0.26621188114436833
2025-01-01 00:10:40,GYRO_Z,0.0007,0,10,1,2,0,640.0,10,0.00422,0.0032499230760127244,0.0032099999999999997,-0.0035199999999999997,-0.0047,0.0047,0.0054,0.0008,0.0074,-1.0831025589438346
2025-01-01 00:10:50,RF_SIGNAL_STRENGTH,-63.6966,0,10,1,2,0,650.0,10,-65.16695,2.105934659480206,-65.16695,1.4703500000000034,1.8806999999999974,1.8806999999999974,-65.5773,-63.4152,-67.9787,0.6981935519133914
2025-01-01 00:11:00,DATA_RATE,97.7196,0,11,1,2,0,660.0,11,100.24692,5.480997366082197,99.35515714285714,-2.527320000000003,2.7988,2.7988,94.9208,105.3967,106.854,-0.46110585924373926
2025-01-01 00:11:10,RF_SIGNAL_STRENGTH,-65.1293,0,11,1,2,0,670.0,11,-65.15942,1.8238706360375476,-65.15942,0.030119999999996594,-1.432700000000004,1.432700000000004,-63.6966,-65.5773,-63.4152,0.01651432914421707
2025-01-01 00:11:20,ATTITUDE_PITCH,0.4744,0,11,1,2,0,680.0,11,0.006579999999999997,0.31453742543614743,0.03251428571428571,0.46782,0.4673,0.4673,0.0071,-0.2514,-0.3086,1.487326982953797
2025-01-01 00:11:30,ATTITUDE_YAW,0.1398,0,11,1,2,0,690.0,11,0.17056,0.3222430806084128,0.17056,-0.030759999999999982,-0.2196,0.2196,0.3594,-0.1654,0.6131,-0.09545588982678355
2025-01-01 00:11:40,THRUSTER_TEMP,22.8866,0,11,1,2,0,700.0,11,23.06338,0.40854839003476634,23.058850000000003,-0.17677999999999727,-0.09429999999999694,0.09429999999999694,22.9809,23.0271,23.7518,-0.4327027209309374
2025-01-01 00:11:50,ATTITUDE_ROLL,-0.0137,0,11,1,2,0,710.0,11,-0.0013199999999999954,0.09987500688360428,0.016283333333333337,-0.012380000000000006,-0.1605,0.1605,0.1468,0.0416,-0.089,-0.12395493513635328
2025-01-01 00:12:00,ATTITUDE_PITCH,-0.0422,0,12,1,2,0,720.0,12,-0.02414,0.3091960672453645,0.023174999999999994,-0.01806,-0.5166,0.5166,0.4744,0.0071,-0.2514,-0.05840953981367548
2025-01-01 00:12:10,ATTITUDE_YAW,0.1558,0,12,1,2,0,730.0,12,0.22054,0.2885504080745685,0.1681,-0.06474000000000002,0.015999999999999986,0.015999999999999986,0.1398,0.3594,-0.1654,-0.22436287798723062
2025-01-01 00:12:20,CPU_TEMP,46.2822,0,12,1,2,0,740.0,12,45.0108,0.7949416236428967,45.0108,1.2713999999999999,1.1754000000000033,1.1754000000000033,45.1068,44.1257,44.8039,1.5993627232320364
2025-01-01 00:12:30,SOLAR_POWER,98.8319,0,12,1,2,0,750.0,12,99.15038000000001,1.857898906560861,99.77595,-0.3184800000000081,0.1477000000000004,0.1477000000000004,98.6842,97.1966,98.7989,-0.17141944530746475
2025-01-01 00:12:40,BATT_VOLTAGE,28.0035,0,12,1,2,0,760.0,12,28.0035,0.0,28.0035,0.0,0.0,0.0,28.0035,28.0035,28.0035,0.0
2025-01-01 00:12:50,BATT_VOLTAGE,28.0399,0,12,1,2,0,770.0,12,28.0217,0.025738686835190636,28.0217,0.018200000000000216,0.03640000000000043,0.03640000000000043,28.0035,28.0035,28.0035,0.7071067811865476
2025-01-01 00:13:00,BATT_VOLTAGE,27.9915,0,13,1,2,0,780.0,13,28.011633333333332,0.025204232448804202,28.011633333333332,-0.02013333333333378,-0.04840000000000089,0.04840000000000089,28.0399,28.0035,28.0035,-0.7988076357504389
2025-01-01 00:13:10,THRUSTER_TEMP,23.037,0,13,1,2,0,790.0,13,23.136680000000002,0.34897131257454367,23.05572857142857,-0.09968000000000288,0.15039999999999765,0.15039999999999765,22.8866,22.9809,23.0271,-0.2856395251076985
2025-01-01 00:13:20,ATTITUDE_YAW,0.8223,0,13,1,2,0,800.0,13,0.26238,0.36479589087598013,0.2615571428571429,0.55992,0.6665000000000001,0.6665000000000001,0.1558,0.1398,0.3594,1.534885710076039
2025-01-01 00:13:30,RF_SIGNAL_STRENGTH,-63.11,0,13,1,2,0,810.0,13,-64.18568,1.0973776774656945,-64.81785,1.0756800000000055,2.019300000000001,2.019300000000001,-65.1293,-63.6966,-65.5773,0.9802277029037095
2025-01-01 00:13:40,BATT_VOLTAGE,27.9712,0,13,1,2,0,820.0,13,28.001525,0.028848151298364995,28.001525,-0.030325000000001268,-0.020299999999998875,0.020299999999998875,27.9915,28.0399,28.0035,-1.0511938767362183
2025-01-01 00:13:50,CPU_TEMP,46.9046,0,13,1,2,0,830.0,13,45.44464000000001,1.128857419251879,45.326433333333334,1.4599599999999953,0.622399999999999,0.622399999999999,46.2822,45.1068,44.1257,1.293307706625648
2025-01-01 00:14:00,BATT_CURRENT,2.6114,0,14,1,2,0,840.0,14,2.49435,0.16553369747577107,2.49435,0.11705000000000032,0.2341000000000002,0.2341000000000002,2.3773,2.3773,2.3773,0.7071067811865482
2025-01-01 00:14:10,BATT_VOLTAGE,28.2724,0,14,1,2,0,850.0,14,28.0557,0.12368837859718265,28.0557,0.21669999999999945,0.30120000000000147,0.30120000000000147,27.9712,27.9915,28.0399,1.7519835125798584
2025-01-01 00:14:20,ATTITUDE_PITCH,-0.0902,0,14,1,2,0,860.0,14,0.01953999999999999,0.27217437057886257,0.010577777777777774,-0.10973999999999999,-0.048,0.048,-0.0422,0.4744,0.0071,-0.4031974052759049
2025-01-01 00:14:30,MEMORY_USAGE,54.9689,0,14,1,2,0,870.0,14,55.75377999999999,0.9396304417163148,55.4933,-0.784879999999994,0.3382000000000005,0.3382000000000005,54.6307,56.0348,56.9221,-0.8353071219854734
2025-01-01 00:14:40,SOLAR_POWER,104.5168,0,14,1,2,0,880.0,14,99.60568,2.8293780654059013,100.30271111111112,4.911119999999997,5.684899999999999,5.684899999999999,98.8319,98.6842,97.1966,1.735759550852194
2025-01-01 00:14:50,SOLAR_POWER,102.8633,0,14,1,2,0,890.0,14,100.41856,3.109615955869797,100.55877000000001,2.444739999999996,-1.6535000000000082,1.6535000000000082,104.5168,98.8319,98.6842,0.7861871159315469
2025-01-01 00:15:00,ATTITUDE_YAW,-0.4932,0,15,1,2,0,900.0,15,0.19682,0.4740039577893839,0.16721250000000001,-0.6900200000000001,-1.3155000000000001,1.3155000000000001,0.8223,0.1558,0.1398,-1.4557262416500738
2025-01-01 00:15:10,GYRO_Z,0.0032,0,15,1,2,0,910.0,15,0.0035000000000000005,0.002917190429162966,0.00245,-0.00030000000000000035,0.0025,0.0025,0.0007,0.0054,0.0008,-0.1028386755286592
2025-01-01 00:15:20,CPU_TEMP,45.4333,0,15,1,2,0,920.0,15,45.57052,1.0732693357214742,45.3417,-0.13721999999999923,-1.4712999999999994,1.4712999999999994,46.9046,46.2822,45.1068,-0.1278523437062115
2025-01-01 00:15:30,GYRO_Z,0.006,0,15,1,2,0,930.0,15,0.0032200000000000006,0.0024843510218968677,0.00401,0.0027799999999999995,0.0028,0.0028,0.0032,0.0007,0.0054,1.1190045108349447
2025-01-01 00:15:40,BATT_CURRENT,2.6071,0,15,1,2,0,940.0,15,2.5319333333333334,0.1339336527290038,2.5319333333333334,0.0751666666666666,-0.0043000000000001926,0.0043000000000001926,2.6114,2.3773,2.3773,0.5612231514267437
2025-01-01 00:15:50,ATTITUDE_PITCH,0.3044,0,15,1,2,0,950.0,15,0.13069999999999998,0.2461044290540095,0.039959999999999996,0.17370000000000002,0.3946,0.3946,-0.0902,-0.0422,0.4744,0.70579794385529
2025-01-01 00:16:00,ATTITUDE_PITCH,0.1615,0,16,1,2,0,960.0,16,0.16158,0.23620614301918566,0.05517,-7.999999999999674e-05,-0.1429,0.1429,0.3044,-0.0902,-0.0422,-0.00033868721184570884
2025-01-01 00:16:10,ATTITUDE_YAW,-0.4178,0,16,1,2,0,970.0,16,0.041380000000000014,0.5313277067874402,0.10221111111111111,-0.45918000000000003,0.07540000000000002,0.07540000000000002,-0.4932,0.8223,0.1558,-0.8642124137970031
2025-01-01 00:16:20,SOLAR_POWER,99.9772,0,16,1,2,0,980.0,16,100.97468,2.5954898722591926,100.51292,-0.9974800000000101,-2.886099999999999,2.886099999999999,102.8633,104.5168,98.8319,-0.38431280763649195
2025-01-01 00:16:30,ATTITUDE_PITCH,0.0196,0,16,1,2,0,990.0,16,0.07061999999999999,0.16132787111965494,0.038599999999999995,-0.05101999999999999,-0.1419,0.1419,0.1615,0.3044,-0.0902,-0.3162503766144603
2025-01-01 00:16:40,CPU_TEMP,44.0192,0,16,1,2,0,1000.0,16,45.549220000000005,1.1095549477155315,45.176387500000004,-1.5300200000000075,-1.4141000000000048,1.4141000000000048,45.4333,46.9046,46.2822,-1.3789492833592185
2025-01-01 00:16:50,DATA_RATE,104.0877,0,16,1,2,0,1010.0,16,101.79576,5.188586153568233,99.946725,2.2919399999999968,6.368099999999998,6.368099999999998,97.7196,94.9208,105.3967,0.44172727062146033
2025-01-01 00:17:00,THRUSTER_TEMP,23.8198,0,17,1,2,0,1020.0,17,23.150280000000002,0.3789721058336621,23.1512375,0.6695199999999986,0.7828000000000017,0.7828000000000017,23.037,22.8866,22.9809,1.7666735617049962
2025-01-01 00:17:10,GYRO_Z,0.004,0,17,1,2,0,1030.0,17,0.00386,0.0020851858430365406,0.00378,0.00013999999999999993,-0.002,0.002,0.006,0.0032,0.0007,0.06714029853383509
2025-01-01 00:17:20,ATTITUDE_PITCH,0.3233,0,17,1,2,0,1040.0,17,0.14372,0.17923971937045646,0.05978999999999999,0.17958,0.30369999999999997,0.30369999999999997,0.0196,0.1615,0.3044,1.0018984666497956
2025-01-01 00:17:30,SOLAR_POWER,99.186,0,17,1,2,0,1050.0,17,101.07504,2.492437941654723,100.33053,-1.8890399999999943,-0.7911999999999892,0.7911999999999892,99.9772,102.8633,104.5168,-0.757908539438244
2025-01-01 00:17:40,CPU_TEMP,45.9145,0,17,1,2,0,1060.0,17,45.71076,1.0876197511079038,45.2584,0.20373999999999626,1.8952999999999989,1.8952999999999989,44.0192,45.4333,46.9046,0.18732649879928764
2025-01-01 00:17:50,ATTITUDE_ROLL,0.2033,0,17,1,2,0,1070.0,17,0.057800000000000004,0.11833868767229086,0.043000000000000003,0.14550000000000002,0.217,0.217,-0.0137,0.1468,0.0416,1.229521831465003
2025-01-01 00:18:00,CPU_TEMP,45.9028,0,18,1,2,0,1080.0,18,45.634879999999995,1.0503825146107564,45.32284,0.2679200000000037,-0.011699999999997601,0.011699999999997601,45.9145,44.0192,45.4333,0.2550689832258753
2025-01-01 00:18:10,SOLAR_POWER,103.0603,0,18,1,2,0,1090.0,18,101.92072,2.246257691583946,100.53555,1.1395799999999952,3.874299999999991,3.874299999999991,99.186,99.9772,102.8633,0.50732380539849
2025-01-01 00:18:20,DATA_RATE,98.5178,0,18,1,2,0,1100.0,18,100.12852000000001,4.4425918355167395,99.78795555555556,-1.6107200000000148,-5.569900000000004,5.569900000000004,104.0877,97.7196,94.9208,-0.3625631297304773
2025-01-01 00:18:30,BATT_CURRENT,2.4601,0,18,1,2,0,1110.0,18,2.5139750000000003,0.11510352948541602,2.5139750000000003,-0.05387500000000012,-0.1469999999999998,0.1469999999999998,2.6071,2.6114,2.3773,-0.46805688966146125
2025-01-01 00:18:40,GYRO_Y,0.0043,0,18,1,2,0,1120.0,18,-0.0029,0.010182337649086284,-0.0029,0.0072,0.0144,0.0144,-0.0101,-0.0101,-0.0101,0.7071067811865475
2025-01-01 00:18:50,CPU_TEMP,45.6919,0,18,1,2,0,1130.0,18,45.39234,0.7921723063829048,45.418490000000006,0.2995599999999996,-0.2109000000000023,0.2109000000000023,45.9028,45.9145,44.0192,0.37815005344961417
2025-01-01 00:19:00,BATT_VOLTAGE,28.0709,0,19,1,2,0,1140.0,19,28.06918,0.12020077786769899,28.058233333333334,0.0017200000000023863,-0.20149999999999935,0.20149999999999935,28.2724,27.9712,27.9915,0.014309391590589648
2025-01-01 00:19:10,CPU_TEMP,45.3367,0,19,1,2,0,1150.0,19,45.37302,0.7921015761883134,45.47177,-0.036319999999996355,-0.3551999999999964,0.3551999999999964,45.6919,45.9028,45.9145,-0.04585270512245727
2025-01-01 00:19:20,ATTITUDE_ROLL,0.3379,0,19,1,2,0,1160.0,19,0.14318,0.1382689661493135,0.0798625,0.19471999999999998,0.13459999999999997,0.13459999999999997,0.2033,-0.0137,0.1468,1.408269732701453
2025-01-01 00:19:30,BATT_VOLTAGE,28.1145,0,19,1,2,0,1170.0,19,28.0841,0.12028763444344477,28.06627142857143,0.030400000000000205,0.04359999999999786,0.04359999999999786,28.0709,28.2724,27.9712,0.252727557081466
2025-01-01 00:19:40,BATT_VOLTAGE,28.1373,0,19,1,2,0,1180.0,19,28.113260000000004,0.1094079658891412,28.07515,0.024039999999995842,0.022800000000000153,0.022800000000000153,28.1145,28.0709,28.2724,0.2197280591465765
2025-01-01 00:19:50,GYRO_Y,0.019,0,19,1,2,0,1190.0,19,0.0044,0.014550257729676129,0.0044,0.014599999999999998,0.0147,0.0147,0.0043,-0.0101,-0.0101,1.0034186521811512
