timestamp,parameter,value
2025-01-01 00:29:40,MAGNETOMETER_Y,31.5487
2025-01-01 00:29:50,MAGNETOMETER_Z,12.7789
2025-01-01 00:30:00,REACTION_WHEEL_SPD_X,605.5645
2025-01-01 00:30:10,REACTION_WHEEL_SPD_Y,1443.8099
2025-01-01 00:30:20,REACTION_WHEEL_SPD_Z,1422.2139
2025-01-01 00:30:30,ATTITUDE_ROLL,0.8893
2025-01-01 00:30:40,ATTITUDE_PITCH,0.9502
2025-01-01 00:30:50,ATTITUDE_YAW,1.5942
2025-01-01 00:31:00,STAR_TRACKER_VALID,0.5757
2025-01-01 00:31:10,SUN_SENSOR_ANGLE,110.7222
2025-01-01 00:31:20,RF_SIGNAL_STRENGTH,-55.9465
2025-01-01 00:31:30,RF_NOISE_FLOOR,-95.2207
2025-01-01 00:31:40,TX_POWER,2.8184
2025-01-01 00:31:50,LINK_MARGIN,17.9535
2025-01-01 00:32:00,DATA_RATE_KBPS,133.312
2025-01-01 00:32:10,PACKET_LOSS_RATE,1.2116
2025-01-01 00:32:20,CPU_USAGE,40.0701
2025-01-01 00:32:30,MEMORY_USAGE,63.7385
2025-01-01 00:32:40,FLASH_WRITE_RATE,3.1237
2025-01-01 00:32:50,WATCHDOG_COUNTER,76.2469
2025-01-01 00:33:00,TANK_PRESSURE,297.6313
2025-01-01 00:33:10,THRUSTER_VALVE_TEMP,18.0578
2025-01-01 00:33:20,BATT_VOLTAGE_1,28.5608
2025-01-01 00:33:30,BATT_VOLTAGE_2,28.04
2025-01-01 00:33:40,BATT_CURRENT_1,2.8202
2025-01-01 00:33:50,BATT_CURRENT_2,3.2416
2025-01-01 00:34:00,BATT_TEMP_1,28.9566
2025-01-01 00:34:10,BATT_TEMP_2,30.8032
2025-01-01 00:34:20,BATT_SOC,89.0551
2025-01-01 00:34:30,SOLAR_PANEL_VOLT_A,32.5453
2025-01-01 00:34:40,SOLAR_PANEL_VOLT_B,32.2261
2025-01-01 00:34:50,SOLAR_PANEL_CURR_A,6.4118
2025-01-01 00:35:00,SOLAR_PANEL_CURR_B,6.2713
2025-01-01 00:35:10,SOLAR_POWER_TOTAL,111.1891
2025-01-01 00:35:20,BUS_VOLTAGE,28.9374
2025-01-01 00:35:30,BUS_CURRENT,10.6502
2025-01-01 00:35:40,THRUSTER_TEMP_1,22.7438
2025-01-01 00:35:50,THRUSTER_TEMP_2,23.9957
2025-01-01 00:36:00,PAYLOAD_TEMP_CAM,22.8792
2025-01-01 00:36:10,PAYLOAD_TEMP_SENSOR,24.9907
2025-01-01 00:36:20,OBC_TEMP,42.5104
2025-01-01 00:36:30,TRANS_TEMP,44.0239
2025-01-01 00:36:40,STRUCT_TEMP_PANEL_X,34.6139
2025-01-01 00:36:50,STRUCT_TEMP_PANEL_Y,24.1004
2025-01-01 00:37:00,STRUCT_TEMP_PANEL_Z,30.1405
2025-01-01 00:37:10,RADIATOR_TEMP,-9.166
2025-01-01 00:37:20,GYRO_X,0.011
2025-01-01 00:37:30,GYRO_Y,0.0106
2025-01-01 00:37:40,GYRO_Z,-0.0087
2025-01-01 00:37:50,MAGNETOMETER_X,25.859
2025-01-01 00:38:00,MAGNETOMETER_Y,22.1442
2025-01-01 00:38:10,MAGNETOMETER_Z,21.8139
2025-01-01 00:38:20,REACTION_WHEEL_SPD_X,1495.1389
2025-01-01 00:38:30,REACTION_WHEEL_SPD_Y,843.0763
2025-01-01 00:38:40,REACTION_WHEEL_SPD_Z,1675.4093
2025-01-01 00:38:50,ATTITUDE_ROLL,1.5215
2025-01-01 00:39:00,ATTITUDE_PITCH,1.1644
2025-01-01 00:39:10,ATTITUDE_YAW,2.1734
2025-01-01 00:39:20,STAR_TRACKER_VALID,0.5671
2025-01-01 00:39:30,SUN_SENSOR_ANGLE,145.3484
2025-01-01 00:39:40,RF_SIGNAL_STRENGTH,-63.17
2025-01-01 00:39:50,RF_NOISE_FLOOR,-93.8167
2025-01-01 00:40:00,TX_POWER,4.1419
2025-01-01 00:40:10,LINK_MARGIN,15.3004
2025-01-01 00:40:20,DATA_RATE_KBPS,146.52
2025-01-01 00:40:30,PACKET_LOSS_RATE,1.4744
2025-01-01 00:40:40,CPU_USAGE,47.4837
2025-01-01 00:40:50,MEMORY_USAGE,63.6561
2025-01-01 00:41:00,FLASH_WRITE_RATE,3.5253
2025-01-01 00:41:10,WATCHDOG_COUNTER,62.9802
2025-01-01 00:41:20,TANK_PRESSURE,303.5337
2025-01-01 00:41:30,THRUSTER_VALVE_TEMP,21.3422
2025-01-01 00:41:40,BATT_VOLTAGE_1,28.3714
2025-01-01 00:41:50,BATT_VOLTAGE_2,28.4443
2025-01-01 00:42:00,BATT_CURRENT_1,2.9202
2025-01-01 00:42:10,BATT_CURRENT_2,2.7508
2025-01-01 00:42:20,BATT_TEMP_1,26.4173
2025-01-01 00:42:30,BATT_TEMP_2,29.6707
2025-01-01 00:42:40,BATT_SOC,89.69
2025-01-01 00:42:50,SOLAR_PANEL_VOLT_A,31.6877
2025-01-01 00:43:00,SOLAR_PANEL_VOLT_B,32.4721
2025-01-01 00:43:10,SOLAR_PANEL_CURR_A,6.1105
2025-01-01 00:43:20,SOLAR_PANEL_CURR_B,6.2362
2025-01-01 00:43:30,SOLAR_POWER_TOTAL,114.9608
2025-01-01 00:43:40,BUS_VOLTAGE,28.8797
2025-01-01 00:43:50,BUS_CURRENT,8.9145
2025-01-01 00:44:00,THRUSTER_TEMP_1,24.0512
2025-01-01 00:44:10,THRUSTER_TEMP_2,22.5147
2025-01-01 00:44:20,PAYLOAD_TEMP_CAM,25.0593
2025-01-01 00:44:30,PAYLOAD_TEMP_SENSOR,25.5318
2025-01-01 00:44:40,OBC_TEMP,47.7116
2025-01-01 00:44:50,TRANS_TEMP,42.6995
2025-01-01 00:45:00,STRUCT_TEMP_PANEL_X,20.9121
2025-01-01 00:45:10,STRUCT_TEMP_PANEL_Y,32.4054
2025-01-01 00:45:20,STRUCT_TEMP_PANEL_Z,28.3275
2025-01-01 00:45:30,RADIATOR_TEMP,-1.1194
2025-01-01 00:45:40,GYRO_X,0.0132
2025-01-01 00:45:50,GYRO_Y,0.0383
2025-01-01 00:46:00,GYRO_Z,0.0333
2025-01-01 00:46:10,MAGNETOMETER_X,23.905
2025-01-01 00:46:20,MAGNETOMETER_Y,32.9603
2025-01-01 00:46:30,MAGNETOMETER_Z,21.3728
2025-01-01 00:46:40,REACTION_WHEEL_SPD_X,1449.8117
2025-01-01 00:46:50,REACTION_WHEEL_SPD_Y,1225.6288
2025-01-01 00:47:00,REACTION_WHEEL_SPD_Z,605.1669
2025-01-01 00:47:10,ATTITUDE_ROLL,0.796
2025-01-01 00:47:20,ATTITUDE_PITCH,0.8395
2025-01-01 00:47:30,ATTITUDE_YAW,0.1438
2025-01-01 00:47:40,STAR_TRACKER_VALID,0.5045
2025-01-01 00:47:50,SUN_SENSOR_ANGLE,89.3205
2025-01-01 00:48:00,RF_SIGNAL_STRENGTH,-59.2949
2025-01-01 00:48:10,RF_NOISE_FLOOR,-93.3123
2025-01-01 00:48:20,TX_POWER,3.2666
2025-01-01 00:48:30,LINK_MARGIN,18.3571
2025-01-01 00:48:40,DATA_RATE_KBPS,138.6997
2025-01-01 00:48:50,PACKET_LOSS_RATE,1.5666
2025-01-01 00:49:00,CPU_USAGE,40.2915
2025-01-01 00:49:10,MEMORY_USAGE,61.9329
2025-01-01 00:49:20,FLASH_WRITE_RATE,3.6308
2025-01-01 00:49:30,WATCHDOG_COUNTER,70.2909
2025-01-01 00:49:40,TANK_PRESSURE,307.0621
2025-01-01 00:49:50,THRUSTER_VALVE_TEMP,21.3797
2025-01-01 00:50:00,BATT_VOLTAGE_1,28.7007
2025-01-01 00:50:10,BATT_VOLTAGE_2,28.3816
2025-01-01 00:50:20,BATT_CURRENT_1,2.7121
2025-01-01 00:50:30,BATT_CURRENT_2,3.1346
2025-01-01 00:50:40,BATT_TEMP_1,27.0868
2025-01-01 00:50:50,BATT_TEMP_2,31.9289
2025-01-01 00:51:00,BATT_SOC,89.8751
2025-01-01 00:51:10,SOLAR_PANEL_VOLT_A,32.0573
2025-01-01 00:51:20,SOLAR_PANEL_VOLT_B,31.7046
2025-01-01 00:51:30,SOLAR_PANEL_CURR_A,6.1887
2025-01-01 00:51:40,SOLAR_PANEL_CURR_B,6.1214
2025-01-01 00:51:50,SOLAR_POWER_TOTAL,114.3203
2025-01-01 00:52:00,BUS_VOLTAGE,28.8702
2025-01-01 00:52:10,BUS_CURRENT,10.4768
2025-01-01 00:52:20,THRUSTER_TEMP_1,25.9748
2025-01-01 00:52:30,THRUSTER_TEMP_2,24.4534
2025-01-01 00:52:40,PAYLOAD_TEMP_CAM,25.2294
2025-01-01 00:52:50,PAYLOAD_TEMP_SENSOR,24.3857
2025-01-01 00:53:00,OBC_TEMP,44.4131
2025-01-01 00:53:10,TRANS_TEMP,38.2336
2025-01-01 00:53:20,STRUCT_TEMP_PANEL_X,36.9412
2025-01-01 00:53:30,STRUCT_TEMP_PANEL_Y,32.6769
2025-01-01 00:53:40,STRUCT_TEMP_PANEL_Z,28.4854
2025-01-01 00:53:50,RADIATOR_TEMP,0.4161
2025-01-01 00:54:00,GYRO_X,0.0272
2025-01-01 00:54:10,GYRO_Y,0.0461
2025-01-01 00:54:20,GYRO_Z,0.002
2025-01-01 00:54:30,MAGNETOMETER_X,29.7306
2025-01-01 00:54:40,MAGNETOMETER_Y,32.2739
2025-01-01 00:54:50,MAGNETOMETER_Z,7.3135
2025-01-01 00:55:00,REACTION_WHEEL_SPD_X,1746.7664
2025-01-01 00:55:10,REACTION_WHEEL_SPD_Y,835.2547
2025-01-01 00:55:20,REACTION_WHEEL_SPD_Z,1432.6916
2025-01-01 00:55:30,ATTITUDE_ROLL,1.4254
2025-01-01 00:55:40,ATTITUDE_PITCH,0.6325
2025-01-01 00:55:50,ATTITUDE_YAW,2.5189
2025-01-01 00:56:00,STAR_TRACKER_VALID,0.6829
2025-01-01 00:56:10,SUN_SENSOR_ANGLE,140.7924
2025-01-01 00:56:20,RF_SIGNAL_STRENGTH,-54.7544
2025-01-01 00:56:30,RF_NOISE_FLOOR,-85.4859
2025-01-01 00:56:40,TX_POWER,3.5524
2025-01-01 00:56:50,LINK_MARGIN,15.6183
2025-01-01 00:57:00,DATA_RATE_KBPS,150.7985
2025-01-01 00:57:10,PACKET_LOSS_RATE,1.3349
2025-01-01 00:57:20,CPU_USAGE,47.8647
2025-01-01 00:57:30,MEMORY_USAGE,52.8721
2025-01-01 00:57:40,FLASH_WRITE_RATE,4.2553
2025-01-01 00:57:50,WATCHDOG_COUNTER,76.9727
2025-01-01 00:58:00,TANK_PRESSURE,305.5219
2025-01-01 00:58:10,THRUSTER_VALVE_TEMP,18.0192
2025-01-01 00:58:20,BATT_VOLTAGE_1,28.8181
2025-01-01 00:58:30,BATT_VOLTAGE_2,27.7449
2025-01-01 00:58:40,BATT_CURRENT_1,3.3769
2025-01-01 00:58:50,BATT_CURRENT_2,3.1499
2025-01-01 00:59:00,BATT_TEMP_1,28.1019
2025-01-01 00:59:10,BATT_TEMP_2,28.3872
2025-01-01 00:59:20,BATT_SOC,91.0492
2025-01-01 00:59:30,SOLAR_PANEL_VOLT_A,32.4299
2025-01-01 00:59:40,SOLAR_PANEL_VOLT_B,32.0877
2025-01-01 00:59:50,SOLAR_PANEL_CURR_A,5.4745
2025-01-01 01:00:00,SOLAR_PANEL_CURR_B,6.139
2025-01-01 01:00:10,SOLAR_POWER_TOTAL,101.9796
2025-01-01 01:00:20,BUS_VOLTAGE,28.9321
2025-01-01 01:00:30,BUS_CURRENT,9.4676
2025-01-01 01:00:40,THRUSTER_TEMP_1,25.3407
2025-01-01 01:00:50,THRUSTER_TEMP_2,25.3562
2025-01-01 01:01:00,PAYLOAD_TEMP_CAM,24.873
2025-01-01 01:01:10,PAYLOAD_TEMP_SENSOR,23.6153
2025-01-01 01:01:20,OBC_TEMP,46.7413
2025-01-01 01:01:30,TRANS_TEMP,41.0841
2025-01-01 01:01:40,STRUCT_TEMP_PANEL_X,32.1268
2025-01-01 01:01:50,STRUCT_TEMP_PANEL_Y,31.2977
2025-01-01 01:02:00,STRUCT_TEMP_PANEL_Z,22.6274
2025-01-01 01:02:10,RADIATOR_TEMP,-0.3129
2025-01-01 01:02:20,GYRO_X,0.0286
2025-01-01 01:02:30,GYRO_Y,0.0261
2025-01-01 01:02:40,GYRO_Z,0.0238
2025-01-01 01:02:50,MAGNETOMETER_X,24.268
2025-01-01 01:03:00,MAGNETOMETER_Y,25.1089
2025-01-01 01:03:10,MAGNETOMETER_Z,20.8751
2025-01-01 01:03:20,REACTION_WHEEL_SPD_X,1044.9019
2025-01-01 01:03:30,REACTION_WHEEL_SPD_Y,1209.8923
2025-01-01 01:03:40,REACTION_WHEEL_SPD_Z,943.0688
2025-01-01 01:03:50,ATTITUDE_ROLL,1.5556
2025-01-01 01:04:00,ATTITUDE_PITCH,0.9198
2025-01-01 01:04:10,ATTITUDE_YAW,-0.1658
2025-01-01 01:04:20,STAR_TRACKER_VALID,0.5031
2025-01-01 01:04:30,SUN_SENSOR_ANGLE,106.9305
2025-01-01 01:04:40,RF_SIGNAL_STRENGTH,-63.7485
2025-01-01 01:04:50,RF_NOISE_FLOOR,-88.5463
2025-01-01 01:05:00,TX_POWER,3.9845
2025-01-01 01:05:10,LINK_MARGIN,18.8658
2025-01-01 01:05:20,DATA_RATE_KBPS,148.874
2025-01-01 01:05:30,PACKET_LOSS_RATE,0.914
2025-01-01 01:05:40,CPU_USAGE,42.8826
2025-01-01 01:05:50,MEMORY_USAGE,56.6233
2025-01-01 01:06:00,FLASH_WRITE_RATE,4.1809
2025-01-01 01:06:10,WATCHDOG_COUNTER,74.4933
2025-01-01 01:06:20,TANK_PRESSURE,304.2874
2025-01-01 01:06:30,THRUSTER_VALVE_TEMP,20.913
2025-01-01 01:06:40,BATT_VOLTAGE_1,28.0326
2025-01-01 01:06:50,BATT_VOLTAGE_2,28.7504
2025-01-01 01:07:00,BATT_CURRENT_1,3.0034
2025-01-01 01:07:10,BATT_CURRENT_2,2.7761
2025-01-01 01:07:20,BATT_TEMP_1,29.4555
2025-01-01 01:07:30,BATT_TEMP_2,29.8357
2025-01-01 01:07:40,BATT_SOC,86.9626
2025-01-01 01:07:50,SOLAR_PANEL_VOLT_A,32.6843
2025-01-01 01:08:00,SOLAR_PANEL_VOLT_B,32.3423
2025-01-01 01:08:10,SOLAR_PANEL_CURR_A,6.5846
2025-01-01 01:08:20,SOLAR_PANEL_CURR_B,6.2658
2025-01-01 01:08:30,SOLAR_POWER_TOTAL,115.6658
2025-01-01 01:08:40,BUS_VOLTAGE,28.838
2025-01-01 01:08:50,BUS_CURRENT,9.7294
2025-01-01 01:09:00,THRUSTER_TEMP_1,25.2381
2025-01-01 01:09:10,THRUSTER_TEMP_2,25.6269
2025-01-01 01:09:20,PAYLOAD_TEMP_CAM,24.1222
2025-01-01 01:09:30,PAYLOAD_TEMP_SENSOR,23.4199
2025-01-01 01:09:40,OBC_TEMP,46.8643
2025-01-01 01:09:50,TRANS_TEMP,41.2418
2025-01-01 01:10:00,STRUCT_TEMP_PANEL_X,28.8862
2025-01-01 01:10:10,STRUCT_TEMP_PANEL_Y,33.7287
2025-01-01 01:10:20,STRUCT_TEMP_PANEL_Z,26.0811
2025-01-01 01:10:30,RADIATOR_TEMP,-7.6613
2025-01-01 01:10:40,GYRO_X,0.0073
2025-01-01 01:10:50,GYRO_Y,0.04
2025-01-01 01:11:00,GYRO_Z,0.031
2025-01-01 01:11:10,MAGNETOMETER_X,26.5467
2025-01-01 01:11:20,MAGNETOMETER_Y,7.8161
2025-01-01 01:11:30,MAGNETOMETER_Z,24.5407
2025-01-01 01:11:40,REACTION_WHEEL_SPD_X,853.481
2025-01-01 01:11:50,REACTION_WHEEL_SPD_Y,1609.7705
2025-01-01 01:12:00,REACTION_WHEEL_SPD_Z,1430.6903
2025-01-01 01:12:10,ATTITUDE_ROLL,0.5867
2025-01-01 01:12:20,ATTITUDE_PITCH,1.0479
2025-01-01 01:12:30,ATTITUDE_YAW,-0.5388
2025-01-01 01:12:40,STAR_TRACKER_VALID,0.5205
2025-01-01 01:12:50,SUN_SENSOR_ANGLE,98.9683
2025-01-01 01:13:00,RF_SIGNAL_STRENGTH,-57.6748
2025-01-01 01:13:10,RF_NOISE_FLOOR,-89.8324
2025-01-01 01:13:20,TX_POWER,3.3285
2025-01-01 01:13:30,LINK_MARGIN,18.7941
2025-01-01 01:13:40,DATA_RATE_KBPS,144.8932
