timestamp,parameter,value,hour,minute,second,day,month,weekday,is_weekend,minute_of_day,elapsed_sec,rolling_mean_5,rolling_mean_10,rolling_std_5,deviation_from_mean,change_rate,abs_change_rate,lag_1,lag_2,lag_3,z_score
2025-01-01 00:03:50,RADIATOR_TEMP,-6.2998,0,3,50,1,1,2,0,3,230.0,-6.2998,-6.2998,0.0,0.0,0.0,0.0,-6.2998,-6.2998,-6.2998,0.0
2025-01-01 00:04:00,GYRO_X,0.0051,0,4,0,1,1,2,0,4,240.0,0.0051,0.0051,0.0,0.0,0.0,0.0,0.0051,0.0051,0.0051,0.0
2025-01-01 00:04:10,GYRO_Y,0.0204,0,4,10,1,1,2,0,4,250.0,0.0204,0.0204,0.0,0.0,0.0,0.0,0.0204,0.0204,0.0204,0.0
2025-01-01 00:04:20,GYRO_Z,0.0113,0,4,20,1,1,2,0,4,260.0,0.0113,0.0113,0.0,0.0,0.0,0.0,0.0113,0.0113,0.0113,0.0
2025-01-01 00:04:30,MAGNETOMETER_X,25.4314,0,4,30,1,1,2,0,4,270.0,25.4314,25.4314,0.0,0.0,0.0,0.0,25.4314,25.4314,25.4314,0.0
2025-01-01 00:04:40,MAGNETOMETER_Y,16.1212,0,4,40,1,1,2,0,4,280.0,16.1212,16.1212,0.0,0.0,0.0,0.0,16.1212,16.1212,16.1212,0.0
2025-01-01 00:04:50,MAGNETOMETER_Z,26.4624,0,4,50,1,1,2,0,4,290.0,26.4624,26.4624,0.0,0.0,0.0,0.0,26.4624,26.4624,26.4624,0.0
2025-01-01 00:05:00,REACTION_WHEEL_SPD_X,916.2922,0,5,0,1,1,2,0,5,300.0,916.2922,916.2922,0.0,0.0,0.0,0.0,916.2922,916.2922,916.2922,0.0
2025-01-01 00:05:10,REACTION_WHEEL_SPD_Y,411.606,0,5,10,1,1,2,0,5,310.0,411.606,411.606,0.0,0.0,0.0,0.0,411.606,411.606,411.606,0.0
2025-01-01 00:05:20,REACTION_WHEEL_SPD_Z,235.9119,0,5,20,1,1,2,0,5,320.0,235.9119,235.9119,0.0,0.0,0.0,0.0,235.9119,235.9119,235.9119,0.0
2025-01-01 00:05:30,ATTITUDE_ROLL,0.5919,0,5,30,1,1,2,0,5,330.0,0.5919,0.5919,0.0,0.0,0.0,0.0,0.5919,0.5919,0.5919,0.0
2025-01-01 00:05:40,ATTITUDE_PITCH,1.544,0,5,40,1,1,2,0,5,340.0,1.544,1.544,0.0,0.0,0.0,0.0,1.544,1.544,1.544,0.0
2025-01-01 00:05:50,ATTITUDE_YAW,1.8873,0,5,50,1,1,2,0,5,350.0,1.8873,1.8873,0.0,0.0,0.0,0.0,1.8873,1.8873,1.8873,0.0
2025-01-01 00:06:00,STAR_TRACKER_VALID,0.5399,0,6,0,1,1,2,0,6,360.0,0.5399,0.5399,0.0,0.0,0.0,0.0,0.5399,0.5399,0.5399,0.0
2025-01-01 00:06:10,SUN_SENSOR_ANGLE,124.0691,0,6,10,1,1,2,0,6,370.0,124.0691,124.0691,0.0,0.0,0.0,0.0,124.0691,124.0691,124.0691,0.0
2025-01-01 00:06:20,RF_SIGNAL_STRENGTH,-55.9562,0,6,20,1,1,2,0,6,380.0,-55.9562,-55.9562,0.0,0.0,0.0,0.0,-55.9562,-55.9562,-55.9562,0.0
2025-01-01 00:06:30,RF_NOISE_FLOOR,-87.0943,0,6,30,1,1,2,0,6,390.0,-87.0943,-87.0943,0.0,0.0,0.0,0.0,-87.0943,-87.0943,-87.0943,0.0
2025-01-01 00:06:40,TX_POWER,3.9316,0,6,40,1,1,2,0,6,400.0,3.9316,3.9316,0.0,0.0,0.0,0.0,3.9316,3.9316,3.9316,0.0
2025-01-01 00:06:50,LINK_MARGIN,16.7347,0,6,50,1,1,2,0,6,410.0,16.7347,16.7347,0.0,0.0,0.0,0.0,16.7347,16.7347,16.7347,0.0
2025-01-01 00:07:00,DATA_RATE_KBPS,121.1675,0,7,0,1,1,2,0,7,420.0,121.1675,121.1675,0.0,0.0,0.0,0.0,121.1675,121.1675,121.1675,0.0
2025-01-01 00:07:10,PACKET_LOSS_RATE,1.5827,0,7,10,1,1,2,0,7,430.0,1.5827,1.5827,0.0,0.0,0.0,0.0,1.5827,1.5827,1.5827,0.0
2025-01-01 00:07:20,CPU_USAGE,37.1778,0,7,20,1,1,2,0,7,440.0,37.1778,37.1778,0.0,0.0,0.0,0.0,37.1778,37.1778,37.1778,0.0
2025-01-01 00:07:30,MEMORY_USAGE,57.392,0,7,30,1,1,2,0,7,450.0,57.392,57.392,0.0,0.0,0.0,0.0,57.392,57.392,57.392,0.0
2025-01-01 00:07:40,FLASH_WRITE_RATE,3.3075,0,7,40,1,1,2,0,7,460.0,3.3075,3.3075,0.0,0.0,0.0,0.0,3.3075,3.3075,3.3075,0.0
2025-01-01 00:07:50,WATCHDOG_COUNTER,61.0605,0,7,50,1,1,2,0,7,470.0,61.0605,61.0605,0.0,0.0,0.0,0.0,61.0605,61.0605,61.0605,0.0
2025-01-01 00:08:00,TANK_PRESSURE,302.6978,0,8,0,1,1,2,0,8,480.0,302.6978,302.6978,0.0,0.0,0.0,0.0,302.6978,302.6978,302.6978,0.0
2025-01-01 00:08:10,THRUSTER_VALVE_TEMP,19.5616,0,8,10,1,1,2,0,8,490.0,19.5616,19.5616,0.0,0.0,0.0,0.0,19.5616,19.5616,19.5616,0.0
2025-01-01 00:08:20,BATT_VOLTAGE_1,28.579,0,8,20,1,1,2,0,8,500.0,28.56905,28.56905,0.014071424945612159,0.009949999999999903,0.019899999999999807,0.019899999999999807,28.5591,28.5591,28.5591,0.7071067811865476
2025-01-01 00:08:30,BATT_VOLTAGE_2,28.2387,0,8,30,1,1,2,0,8,510.0,28.3152,28.3152,0.10818733752154085,-0.07649999999999935,-0.1529999999999987,0.1529999999999987,28.3917,28.3917,28.3917,-0.7071067811865476
2025-01-01 00:08:40,BATT_CURRENT_1,3.1128,0,8,40,1,1,2,0,8,520.0,2.8916500000000003,2.8916500000000003,0.3127533293188098,0.22114999999999974,0.4422999999999999,0.4422999999999999,2.6705,2.6705,2.6705,0.7071067811865471
2025-01-01 00:08:50,BATT_CURRENT_2,3.1915,0,8,50,1,1,2,0,8,530.0,3.20365,3.20365,0.017182694782833255,-0.012150000000000105,-0.02430000000000021,0.02430000000000021,3.2158,3.2158,3.2158,-0.7071067811865475
2025-01-01 00:09:00,BATT_TEMP_1,25.4371,0,9,0,1,1,2,0,9,540.0,25.154049999999998,25.154049999999998,0.4002931488297074,0.2830500000000029,0.5661000000000023,0.5661000000000023,24.871,24.871,24.871,0.7071067811865498
2025-01-01 00:09:10,BATT_TEMP_2,28.6194,0,9,10,1,1,2,0,9,550.0,27.9683,27.9683,0.9207944504611216,0.6510999999999996,1.3021999999999991,1.3021999999999991,27.3172,27.3172,27.3172,0.7071067811865475
2025-01-01 00:09:20,BATT_SOC,84.7269,0,9,20,1,1,2,0,9,560.0,84.36815,84.36815,0.5073491155013486,0.35875000000000057,0.7175000000000011,0.7175000000000011,84.0094,84.0094,84.0094,0.7071067811865476
2025-01-01 00:09:30,SOLAR_PANEL_VOLT_A,32.2622,0,9,30,1,1,2,0,9,570.0,32.34155,32.34155,0.11221784617430482,-0.07934999999999803,-0.15870000000000317,0.15870000000000317,32.4209,32.4209,32.4209,-0.7071067811865317
2025-01-01 00:09:40,SOLAR_PANEL_VOLT_B,32.2668,0,9,40,1,1,2,0,9,580.0,32.2849,32.2849,0.025597265478948632,-0.018099999999996896,-0.03619999999999379,0.03619999999999379,32.303,32.303,32.303,-0.7071067811865475
2025-01-01 00:09:50,SOLAR_PANEL_CURR_A,5.8452,0,9,50,1,1,2,0,9,590.0,6.1705000000000005,6.1705000000000005,0.460043671839968,-0.32530000000000037,-0.6505999999999998,0.6505999999999998,6.4958,6.4958,6.4958,-0.707106781186548
2025-01-01 00:10:00,SOLAR_PANEL_CURR_B,5.5965,0,10,0,1,1,2,0,10,600.0,6.1049,6.1049,0.7189861751104815,-0.5084,-1.0168,1.0168,6.6133,6.6133,6.6133,-0.7071067811865476
2025-01-01 00:10:10,SOLAR_POWER_TOTAL,112.059,0,10,10,1,1,2,0,10,610.0,115.3689,115.3689,4.680905470098706,-3.309899999999999,-6.619799999999998,6.619799999999998,118.6788,118.6788,118.6788,-0.7071067811865476
2025-01-01 00:10:20,BUS_VOLTAGE,28.9101,0,10,20,1,1,2,0,10,620.0,28.94895,28.94895,0.054942196898194816,-0.03885000000000005,-0.0777000000000001,0.0777000000000001,28.9878,28.9878,28.9878,-0.7071067811865475
2025-01-01 00:10:30,BUS_CURRENT,10.1269,0,10,30,1,1,2,0,10,630.0,9.69405,9.69405,0.6121423404731926,0.4328499999999984,0.8656999999999986,0.8656999999999986,9.2612,9.2612,9.2612,0.7071067811865468
2025-01-01 00:10:40,THRUSTER_TEMP_1,23.5388,0,10,40,1,1,2,0,10,640.0,23.235999999999997,23.235999999999997,0.42822386668657375,0.3028000000000013,0.605599999999999,0.605599999999999,22.9332,22.9332,22.9332,0.7071067811865496
2025-01-01 00:10:50,THRUSTER_TEMP_2,25.0175,0,10,50,1,1,2,0,10,650.0,24.62615,24.62615,0.5534524776347096,0.3913499999999992,0.7826999999999984,0.7826999999999984,24.2348,24.2348,24.2348,0.7071067811865476
2025-01-01 00:11:00,PAYLOAD_TEMP_CAM,24.3272,0,11,0,1,1,2,0,11,660.0,24.49875,24.49875,0.24260833662510428,-0.17154999999999987,-0.34309999999999974,0.34309999999999974,24.6703,24.6703,24.6703,-0.7071067811865475
2025-01-01 00:11:10,PAYLOAD_TEMP_SENSOR,24.7949,0,11,10,1,1,2,0,11,670.0,25.115099999999998,25.115099999999998,0.45283118267186606,-0.3201999999999998,-0.6404000000000032,0.6404000000000032,25.4353,25.4353,25.4353,-0.7071067811865456
2025-01-01 00:11:20,OBC_TEMP,46.9405,0,11,20,1,1,2,0,11,680.0,44.977599999999995,44.977599999999995,2.7759598015821525,1.9629000000000048,3.9258000000000024,3.9258000000000024,43.0147,43.0147,43.0147,0.7071067811865481
2025-01-01 00:11:30,TRANS_TEMP,42.802,0,11,30,1,1,2,0,11,690.0,43.0537,43.0537,0.3559575536493075,-0.2516999999999996,-0.5033999999999992,0.5033999999999992,43.3054,43.3054,43.3054,-0.7071067811865475
2025-01-01 00:11:40,STRUCT_TEMP_PANEL_X,37.3499,0,11,40,1,1,2,0,11,700.0,38.286649999999995,38.286649999999995,1.3247645545529942,-0.9367499999999964,-1.8735,1.8735,39.2234,39.2234,39.2234,-0.7071067811865461
2025-01-01 00:11:50,STRUCT_TEMP_PANEL_Y,38.1571,0,11,50,1,1,2,0,11,710.0,34.7081,34.7081,4.877622576624804,3.448999999999998,6.898,6.898,31.2591,31.2591,31.2591,0.7071067811865474
2025-01-01 00:12:00,STRUCT_TEMP_PANEL_Z,23.6607,0,12,0,1,1,2,0,12,720.0,22.705,22.705,1.3515639015599659,0.9557000000000002,1.9113999999999969,1.9113999999999969,21.7493,21.7493,21.7493,0.7071067811865482
2025-01-01 00:12:10,RADIATOR_TEMP,-2.6167,0,12,10,1,1,2,0,12,730.0,-4.45825,-4.45825,2.604344985788173,1.8415499999999998,3.6831000000000005,3.6831000000000005,-6.2998,-6.2998,-6.2998,0.7071067811865475
2025-01-01 00:12:20,GYRO_X,0.0179,0,12,20,1,1,2,0,12,740.0,0.0115,0.0115,0.009050966799187809,0.0063999999999999994,0.012799999999999999,0.012799999999999999,0.0051,0.0051,0.0051,0.7071067811865475
2025-01-01 00:12:30,GYRO_Y,0.0096,0,12,30,1,1,2,0,12,750.0,0.015,0.015,0.007636753236814714,-0.0054,-0.010800000000000002,0.010800000000000002,0.0204,0.0204,0.0204,-0.7071067811865475
2025-01-01 00:12:40,GYRO_Z,0.044,0,12,40,1,1,2,0,12,760.0,0.027649999999999997,0.027649999999999997,0.023122391744800103,0.01635,0.0327,0.0327,0.0113,0.0113,0.0113,0.7071067811865476
2025-01-01 00:12:50,MAGNETOMETER_X,10.9745,0,12,50,1,1,2,0,12,770.0,18.20295,18.20295,10.222572024935799,-7.2284500000000005,-14.4569,14.4569,25.4314,25.4314,25.4314,-0.7071067811865476
2025-01-01 00:13:00,MAGNETOMETER_Y,26.8819,0,13,0,1,1,2,0,13,780.0,21.50155,21.50155,7.608963940314082,5.38035,10.7607,10.7607,16.1212,16.1212,16.1212,0.7071067811865476
2025-01-01 00:13:10,MAGNETOMETER_Z,13.1253,0,13,10,1,1,2,0,13,790.0,19.79385,19.79385,9.430753851363104,-6.66855,-13.3371,13.3371,26.4624,26.4624,26.4624,-0.7071067811865475
2025-01-01 00:13:20,REACTION_WHEEL_SPD_X,1265.678,0,13,20,1,1,2,0,13,800.0,1090.9851,1090.9851,247.0530684302869,174.6929,349.38580000000013,349.38580000000013,916.2922,916.2922,916.2922,0.7071067811865474
2025-01-01 00:13:30,REACTION_WHEEL_SPD_Y,1409.5053,0,13,30,1,1,2,0,13,810.0,910.55565,910.55565,705.6213619713089,498.94965,997.8993,997.8993,411.606,411.606,411.606,0.7071067811865476
2025-01-01 00:13:40,REACTION_WHEEL_SPD_Z,1076.1536,0,13,40,1,1,2,0,13,820.0,656.0327500000001,656.0327500000001,594.1406039057127,420.12085,840.2417,840.2417,235.9119,235.9119,235.9119,0.7071067811865476
2025-01-01 00:13:50,ATTITUDE_ROLL,1.6978,0,13,50,1,1,2,0,13,830.0,1.14485,1.14485,0.781989389314203,0.55295,1.1059,1.1059,0.5919,0.5919,0.5919,0.7071067811865475
2025-01-01 00:14:00,ATTITUDE_PITCH,0.1621,0,14,0,1,1,2,0,14,840.0,0.85305,0.85305,0.97715086092169,-0.69095,-1.3819000000000001,1.3819000000000001,1.544,1.544,1.544,-0.7071067811865475
2025-01-01 00:14:10,ATTITUDE_YAW,2.7587,0,14,10,1,1,2,0,14,850.0,2.323,2.323,0.6161728491259577,0.4357000000000002,0.8714000000000002,0.8714000000000002,1.8873,1.8873,1.8873,0.7071067811865476
2025-01-01 00:14:20,STAR_TRACKER_VALID,0.7052,0,14,20,1,1,2,0,14,860.0,0.62255,0.62255,0.11688475093013631,0.08265,0.1653,0.1653,0.5399,0.5399,0.5399,0.7071067811865475
2025-01-01 00:14:30,SUN_SENSOR_ANGLE,112.8756,0,14,30,1,1,2,0,14,870.0,118.47235,118.47235,7.91499975521162,-5.59675,-11.1935,11.1935,124.0691,124.0691,124.0691,-0.7071067811865475
2025-01-01 00:14:40,RF_SIGNAL_STRENGTH,-59.3001,0,14,40,1,1,2,0,14,880.0,-57.628150000000005,-57.628150000000005,2.3644943656096924,-1.6719499999999954,-3.343899999999998,3.343899999999998,-55.9562,-55.9562,-55.9562,-0.7071067811865467
2025-01-01 00:14:50,RF_NOISE_FLOOR,-93.3478,0,14,50,1,1,2,0,14,890.0,-90.22105,-90.22105,4.421892256150077,-3.1267500000000013,-6.2535000000000025,6.2535000000000025,-87.0943,-87.0943,-87.0943,-0.7071067811865475
2025-01-01 00:15:00,TX_POWER,3.3946,0,15,0,1,1,2,0,15,900.0,3.6631,3.6631,0.379716341497176,-0.26849999999999996,-0.5369999999999999,0.5369999999999999,3.9316,3.9316,3.9316,-0.7071067811865475
2025-01-01 00:15:10,LINK_MARGIN,17.9764,0,15,10,1,1,2,0,15,910.0,17.35555,17.35555,0.8780144901993372,0.6208500000000008,1.2417000000000016,1.2417000000000016,16.7347,16.7347,16.7347,0.7071067811865475
2025-01-01 00:15:20,DATA_RATE_KBPS,161.6631,0,15,20,1,1,2,0,15,920.0,141.4153,141.4153,28.634713368217938,20.247799999999984,40.49559999999998,40.49559999999998,121.1675,121.1675,121.1675,0.7071067811865474
2025-01-01 00:15:30,PACKET_LOSS_RATE,1.2836,0,15,30,1,1,2,0,15,930.0,1.43315,1.43315,0.21149563825289625,-0.14954999999999985,-0.2990999999999999,0.2990999999999999,1.5827,1.5827,1.5827,-0.7071067811865472
2025-01-01 00:15:40,CPU_USAGE,47.5723,0,15,40,1,1,2,0,15,940.0,42.37505,42.37505,7.350021437043567,5.197249999999997,10.3945,10.3945,37.1778,37.1778,37.1778,0.7071067811865472
2025-01-01 00:15:50,MEMORY_USAGE,59.3086,0,15,50,1,1,2,0,15,950.0,58.350300000000004,58.350300000000004,1.3552408568221312,0.9582999999999942,1.9165999999999954,1.9165999999999954,57.392,57.392,57.392,0.7071067811865462
2025-01-01 00:16:00,FLASH_WRITE_RATE,3.3885,0,16,0,1,1,2,0,16,960.0,3.348,3.348,0.05727564927611048,0.0405000000000002,0.08099999999999996,0.08099999999999996,3.3075,3.3075,3.3075,0.7071067811865495
2025-01-01 00:16:10,WATCHDOG_COUNTER,74.0278,0,16,10,1,1,2,0,16,970.0,67.54415,67.54415,9.169265763680317,6.483649999999997,12.967300000000002,12.967300000000002,61.0605,61.0605,61.0605,0.7071067811865474
2025-01-01 00:16:20,TANK_PRESSURE,309.2063,0,16,20,1,1,2,0,16,980.0,305.95205,305.95205,4.602204485352663,3.254250000000013,6.508500000000026,6.508500000000026,302.6978,302.6978,302.6978,0.7071067811865475
2025-01-01 00:16:30,THRUSTER_VALVE_TEMP,20.6925,0,16,30,1,1,2,0,16,990.0,20.127049999999997,20.127049999999997,0.7996670588438682,0.565450000000002,1.1309000000000005,1.1309000000000005,19.5616,19.5616,19.5616,0.7071067811865486
2025-01-01 00:16:40,BATT_VOLTAGE_1,28.7403,0,16,40,1,1,2,0,16,1000.0,28.626133333333332,28.626133333333332,0.09937063617252984,0.11416666666666941,0.16130000000000067,0.16130000000000067,28.579,28.5591,28.5591,1.1488974113887158
2025-01-01 00:16:50,BATT_VOLTAGE_2,28.7607,0,16,50,1,1,2,0,16,1010.0,28.4637,28.4637,0.26834492728576015,0.2970000000000006,0.5219999999999985,0.5219999999999985,28.2387,28.3917,28.3917,1.1067844769941402
2025-01-01 00:17:00,BATT_CURRENT_1,2.8546,0,17,0,1,1,2,0,17,1020.0,2.8793,2.8793,0.222182109990881,-0.024700000000000166,-0.2582,0.2582,3.1128,2.6705,2.6705,-0.11117006675746272
2025-01-01 00:17:10,BATT_CURRENT_2,2.7227,0,17,10,1,1,2,0,17,1030.0,3.0433333333333334,3.0433333333333334,0.27794230216599514,-0.3206333333333333,-0.4687999999999999,0.4687999999999999,3.1915,3.2158,3.2158,-1.1535967387283201
2025-01-01 00:17:20,BATT_TEMP_1,29.2339,0,17,20,1,1,2,0,17,1040.0,26.514,26.514,2.372447957279569,2.719899999999999,3.7967999999999975,3.7967999999999975,25.4371,24.871,24.871,1.1464529671364616
2025-01-01 00:17:30,BATT_TEMP_2,25.7861,0,17,30,1,1,2,0,17,1050.0,27.2409,27.2409,1.4181902164378362,-1.4547999999999988,-2.8332999999999977,2.8332999999999977,28.6194,27.3172,27.3172,-1.025814438104162
2025-01-01 00:17:40,BATT_SOC,79.7528,0,17,40,1,1,2,0,17,1060.0,82.8297,82.8297,2.688714705951532,-3.076900000000009,-4.974100000000007,4.974100000000007,84.7269,84.0094,84.0094,-1.1443757841578432
2025-01-01 00:17:50,SOLAR_PANEL_VOLT_A,32.6222,0,17,50,1,1,2,0,17,1070.0,32.4351,32.4351,0.18041959427955775,0.18710000000000093,0.35999999999999943,0.35999999999999943,32.2622,32.4209,32.4209,1.0370270521176983
2025-01-01 00:18:00,SOLAR_PANEL_VOLT_B,31.3616,0,18,0,1,1,2,0,18,1080.0,31.97713333333333,31.97713333333333,0.533374702562218,-0.6155333333333317,-0.9052000000000042,0.9052000000000042,32.2668,32.303,32.303,-1.1540354845785548
2025-01-01 00:18:10,SOLAR_PANEL_CURR_A,6.6095,0,18,10,1,1,2,0,18,1090.0,6.316833333333332,6.316833333333332,0.41238383010653223,0.2926666666666673,0.7642999999999995,0.7642999999999995,5.8452,6.4958,6.4958,0.709694816576736
2025-01-01 00:18:20,SOLAR_PANEL_CURR_B,5.7899,0,18,20,1,1,2,0,18,1100.0,5.9999,5.9999,0.5399495902396815,-0.20999999999999996,0.19340000000000046,0.19340000000000046,5.5965,6.6133,6.6133,-0.388925195603504
2025-01-01 00:18:30,SOLAR_POWER_TOTAL,113.1047,0,18,30,1,1,2,0,18,1110.0,114.61416666666666,114.61416666666666,3.5586943143986574,-1.5094666666666683,1.0456999999999965,1.0456999999999965,112.059,118.6788,118.6788,-0.42416305906334517
2025-01-01 00:18:40,BUS_VOLTAGE,29.0387,0,18,40,1,1,2,0,18,1120.0,28.978866666666665,28.978866666666665,0.06476375014877775,0.05983333333333363,0.12859999999999872,0.12859999999999872,28.9101,28.9878,28.9878,0.9238707331783941
2025-01-01 00:18:50,BUS_CURRENT,9.6988,0,18,50,1,1,2,0,18,1130.0,9.695633333333333,9.695633333333333,0.43285868748742046,0.003166666666666984,-0.4280999999999988,0.4280999999999988,10.1269,9.2612,9.2612,0.007315705467408488
2025-01-01 00:19:00,THRUSTER_TEMP_1,24.8154,0,19,0,1,1,2,0,19,1140.0,23.762466666666665,23.762466666666665,0.9608274003864258,1.0529333333333355,1.276600000000002,1.276600000000002,23.5388,22.9332,22.9332,1.0958610598634744
2025-01-01 00:19:10,THRUSTER_TEMP_2,26.4737,0,19,10,1,1,2,0,19,1150.0,25.242,25.242,1.1362079431160481,1.2317,1.4562000000000026,1.4562000000000026,25.0175,24.2348,24.2348,1.0840445250031125
2025-01-01 00:19:20,PAYLOAD_TEMP_CAM,24.377,0,19,20,1,1,2,0,19,1160.0,24.458166666666667,24.458166666666667,0.18539261941440244,-0.08116666666666816,0.049799999999997624,0.049799999999997624,24.3272,24.6703,24.6703,-0.43780958984801227
2025-01-01 00:19:30,PAYLOAD_TEMP_SENSOR,23.5972,0,19,30,1,1,2,0,19,1170.0,24.609133333333332,24.609133333333332,0.9330245673793007,-1.0119333333333316,-1.1976999999999975,1.1976999999999975,24.7949,25.4353,25.4353,-1.0845730849035107
2025-01-01 00:19:40,OBC_TEMP,50.1497,0,19,40,1,1,2,0,19,1180.0,46.70163333333333,46.70163333333333,3.573492579163047,3.4480666666666764,3.2092000000000027,3.2092000000000027,46.9405,43.0147,43.0147,0.9649010289743635
2025-01-01 00:19:50,TRANS_TEMP,42.8489,0,19,50,1,1,2,0,19,1190.0,42.98543333333333,42.98543333333333,0.2780897397124406,-0.1365333333333325,0.04690000000000083,0.04690000000000083,42.802,43.3054,43.3054,-0.4909686113357334
2025-01-01 00:20:00,STRUCT_TEMP_PANEL_X,31.934,0,20,0,1,1,2,0,20,1200.0,36.1691,36.1691,3.785439811963727,-4.235099999999999,-5.415899999999997,5.415899999999997,37.3499,39.2234,39.2234,-1.1187867752156935
2025-01-01 00:20:10,STRUCT_TEMP_PANEL_Y,34.039,0,20,10,1,1,2,0,20,1210.0,34.48506666666667,34.48506666666667,3.470566611280257,-0.44606666666666683,-4.118099999999998,4.118099999999998,38.1571,31.2591,31.2591,-0.12852848443157164
2025-01-01 00:20:20,STRUCT_TEMP_PANEL_Z,34.6617,0,20,20,1,1,2,0,20,1220.0,26.69056666666667,26.69056666666667,6.96904494556703,7.971133333333334,11.001000000000005,11.001000000000005,23.6607,21.7493,21.7493,1.1437913509804132
