timestamp,parameter,value,hour,minute,second,day,month,weekday,is_weekend,minute_of_day,elapsed_sec
2025-01-01 00:08:40,BATT_CURRENT_1,3.1128,0,8,40,1,1,2,0,8,520.0
2025-01-01 00:08:50,BATT_CURRENT_2,3.1915,0,8,50,1,1,2,0,8,530.0
2025-01-01 00:09:00,BATT_TEMP_1,25.4371,0,9,0,1,1,2,0,9,540.0
2025-01-01 00:09:10,BATT_TEMP_2,28.6194,0,9,10,1,1,2,0,9,550.0
2025-01-01 00:09:20,BATT_SOC,84.7269,0,9,20,1,1,2,0,9,560.0
2025-01-01 00:09:30,SOLAR_PANEL_VOLT_A,32.2622,0,9,30,1,1,2,0,9,570.0
2025-01-01 00:09:40,SOLAR_PANEL_VOLT_B,32.2668,0,9,40,1,1,2,0,9,580.0
2025-01-01 00:09:50,SOLAR_PANEL_CURR_A,5.8452,0,9,50,1,1,2,0,9,590.0
2025-01-01 00:10:00,SOLAR_PANEL_CURR_B,5.5965,0,10,0,1,1,2,0,10,600.0
2025-01-01 00:10:10,SOLAR_POWER_TOTAL,112.059,0,10,10,1,1,2,0,10,610.0
2025-01-01 00:10:20,BUS_VOLTAGE,28.9101,0,10,20,1,1,2,0,10,620.0
2025-01-01 00:10:30,BUS_CURRENT,10.1269,0,10,30,1,1,2,0,10,630.0
2025-01-01 00:10:40,THRUSTER_TEMP_1,23.5388,0,10,40,1,1,2,0,10,640.0
2025-01-01 00:10:50,THRUSTER_TEMP_2,25.0175,0,10,50,1,1,2,0,10,650.0
2025-01-01 00:11:00,PAYLOAD_TEMP_CAM,24.3272,0,11,0,1,1,2,0,11,660.0
2025-01-01 00:11:10,PAYLOAD_TEMP_SENSOR,24.7949,0,11,10,1,1,2,0,11,670.0
2025-01-01 00:11:20,OBC_TEMP,46.9405,0,11,20,1,1,2,0,11,680.0
2025-01-01 00:11:30,TRANS_TEMP,42.802,0,11,30,1,1,2,0,11,690.0
2025-01-01 00:11:40,STRUCT_TEMP_PANEL_X,37.3499,0,11,40,1,1,2,0,11,700.0
2025-01-01 00:11:50,STRUCT_TEMP_PANEL_Y,38.1571,0,11,50,1,1,2,0,11,710.0
2025-01-01 00:12:00,STRUCT_TEMP_PANEL_Z,23.6607,0,12,0,1,1,2,0,12,720.0
2025-01-01 00:12:10,RADIATOR_TEMP,-2.6167,0,12,10,1,1,2,0,12,730.0
2025-01-01 00:12:20,GYRO_X,0.0179,0,12,20,1,1,2,0,12,740.0
2025-01-01 00:12:30,GYRO_Y,0.0096,0,12,30,1,1,2,0,12,750.0
2025-01-01 00:12:40,GYRO_Z,0.044,0,12,40,1,1,2,0,12,760.0
2025-01-01 00:12:50,MAGNETOMETER_X,10.9745,0,12,50,1,1,2,0,12,770.0
2025-01-01 00:13:00,MAGNETOMETER_Y,26.8819,0,13,0,1,1,2,0,13,780.0
2025-01-01 00:13:10,MAGNETOMETER_Z,13.1253,0,13,10,1,1,2,0,13,790.0
2025-01-01 00:13:20,REACTION_WHEEL_SPD_X,1265.678,0,13,20,1,1,2,0,13,800.0
2025-01-01 00:13:30,REACTION_WHEEL_SPD_Y,1409.5053,0,13,30,1,1,2,0,13,810.0
2025-01-01 00:13:40,REACTION_WHEEL_SPD_Z,1076.1536,0,13,40,1,1,2,0,13,820.0
2025-01-01 00:13:50,ATTITUDE_ROLL,1.6978,0,13,50,1,1,2,0,13,830.0
2025-01-01 00:14:00,ATTITUDE_PITCH,0.1621,0,14,0,1,1,2,0,14,840.0
2025-01-01 00:14:10,ATTITUDE_YAW,2.7587,0,14,10,1,1,2,0,14,850.0
2025-01-01 00:14:20,STAR_TRACKER_VALID,0.7052,0,14,20,1,1,2,0,14,860.0
2025-01-01 00:14:30,SUN_SENSOR_ANGLE,112.8756,0,14,30,1,1,2,0,14,870.0
2025-01-01 00:14:40,RF_SIGNAL_STRENGTH,-59.3001,0,14,40,1,1,2,0,14,880.0
2025-01-01 00:14:50,RF_NOISE_FLOOR,-93.3478,0,14,50,1,1,2,0,14,890.0
2025-01-01 00:15:00,TX_POWER,3.3946,0,15,0,1,1,2,0,15,900.0
2025-01-01 00:15:10,LINK_MARGIN,17.9764,0,15,10,1,1,2,0,15,910.0
2025-01-01 00:15:20,DATA_RATE_KBPS,161.6631,0,15,20,1,1,2,0,15,920.0
2025-01-01 00:15:30,PACKET_LOSS_RATE,1.2836,0,15,30,1,1,2,0,15,930.0
2025-01-01 00:15:40,CPU_USAGE,47.5723,0,15,40,1,1,2,0,15,940.0
2025-01-01 00:15:50,MEMORY_USAGE,59.3086,0,15,50,1,1,2,0,15,950.0
2025-01-01 00:16:00,FLASH_WRITE_RATE,3.3885,0,16,0,1,1,2,0,16,960.0
2025-01-01 00:16:10,WATCHDOG_COUNTER,74.0278,0,16,10,1,1,2,0,16,970.0
2025-01-01 00:16:20,TANK_PRESSURE,309.2063,0,16,20,1,1,2,0,16,980.0
2025-01-01 00:16:30,THRUSTER_VALVE_TEMP,20.6925,0,16,30,1,1,2,0,16,990.0
2025-01-01 00:16:40,BATT_VOLTAGE_1,28.7403,0,16,40,1,1,2,0,16,1000.0
2025-01-01 00:16:50,BATT_VOLTAGE_2,28.7607,0,16,50,1,1,2,0,16,1010.0
2025-01-01 00:17:00,BATT_CURRENT_1,2.8546,0,17,0,1,1,2,0,17,1020.0
2025-01-01 00:17:10,BATT_CURRENT_2,2.7227,0,17,10,1,1,2,0,17,1030.0
2025-01-01 00:17:20,BATT_TEMP_1,29.2339,0,17,20,1,1,2,0,17,1040.0
2025-01-01 00:17:30,BATT_TEMP_2,25.7861,0,17,30,1,1,2,0,17,1050.0
2025-01-01 00:17:40,BATT_SOC,79.7528,0,17,40,1,1,2,0,17,1060.0
2025-01-01 00:17:50,SOLAR_PANEL_VOLT_A,32.6222,0,17,50,1,1,2,0,17,1070.0
2025-01-01 00:18:00,SOLAR_PANEL_VOLT_B,31.3616,0,18,0,1,1,2,0,18,1080.0
2025-01-01 00:18:10,SOLAR_PANEL_CURR_A,6.6095,0,18,10,1,1,2,0,18,1090.0
2025-01-01 00:18:20,SOLAR_PANEL_CURR_B,5.7899,0,18,20,1,1,2,0,18,1100.0
2025-01-01 00:18:30,SOLAR_POWER_TOTAL,113.1047,0,18,30,1,1,2,0,18,1110.0
2025-01-01 00:18:40,BUS_VOLTAGE,29.0387,0,18,40,1,1,2,0,18,1120.0
2025-01-01 00:18:50,BUS_CURRENT,9.6988,0,18,50,1,1,2,0,18,1130.0
2025-01-01 00:19:00,THRUSTER_TEMP_1,24.8154,0,19,0,1,1,2,0,19,1140.0
2025-01-01 00:19:10,THRUSTER_TEMP_2,26.4737,0,19,10,1,1,2,0,19,1150.0
2025-01-01 00:19:20,PAYLOAD_TEMP_CAM,24.377,0,19,20,1,1,2,0,19,1160.0
2025-01-01 00:19:30,PAYLOAD_TEMP_SENSOR,23.5972,0,19,30,1,1,2,0,19,1170.0
2025-01-01 00:19:40,OBC_TEMP,50.1497,0,19,40,1,1,2,0,19,1180.0
2025-01-01 00:19:50,TRANS_TEMP,42.8489,0,19,50,1,1,2,0,19,1190.0
2025-01-01 00:20:00,STRUCT_TEMP_PANEL_X,31.934,0,20,0,1,1,2,0,20,1200.0
2025-01-01 00:20:10,STRUCT_TEMP_PANEL_Y,34.039,0,20,10,1,1,2,0,20,1210.0
2025-01-01 00:20:20,STRUCT_TEMP_PANEL_Z,34.6617,0,20,20,1,1,2,0,20,1220.0
2025-01-01 00:20:30,RADIATOR_TEMP,-9.4789,0,20,30,1,1,2,0,20,1230.0
2025-01-01 00:20:40,GYRO_X,0.0285,0,20,40,1,1,2,0,20,1240.0
2025-01-01 00:20:50,GYRO_Y,0.0397,0,20,50,1,1,2,0,20,1250.0
2025-01-01 00:21:00,GYRO_Z,0.0012,0,21,0,1,1,2,0,21,1260.0
2025-01-01 00:21:10,MAGNETOMETER_X,28.0575,0,21,10,1,1,2,0,21,1270.0
2025-01-01 00:21:20,MAGNETOMETER_Y,20.6058,0,21,20,1,1,2,0,21,1280.0
2025-01-01 00:21:30,MAGNETOMETER_Z,4.1636,0,21,30,1,1,2,0,21,1290.0
2025-01-01 00:21:40,REACTION_WHEEL_SPD_X,935.8122,0,21,40,1,1,2,0,21,1300.0
2025-01-01 00:21:50,REACTION_WHEEL_SPD_Y,1748.5534,0,21,50,1,1,2,0,21,1310.0
2025-01-01 00:22:00,REACTION_WHEEL_SPD_Z,1055.9606,0,22,0,1,1,2,0,22,1320.0
2025-01-01 00:22:10,ATTITUDE_ROLL,1.4417,0,22,10,1,1,2,0,22,1330.0
2025-01-01 00:22:20,ATTITUDE_PITCH,0.6891,0,22,20,1,1,2,0,22,1340.0
2025-01-01 00:22:30,ATTITUDE_YAW,0.1455,0,22,30,1,1,2,0,22,1350.0
2025-01-01 00:22:40,STAR_TRACKER_VALID,0.5102,0,22,40,1,1,2,0,22,1360.0
2025-01-01 00:22:50,SUN_SENSOR_ANGLE,128.4911,0,22,50,1,1,2,0,22,1370.0
2025-01-01 00:23:00,RF_SIGNAL_STRENGTH,-59.0267,0,23,0,1,1,2,0,23,1380.0
2025-01-01 00:23:10,RF_NOISE_FLOOR,-91.5062,0,23,10,1,1,2,0,23,1390.0
2025-01-01 00:23:20,TX_POWER,3.8906,0,23,20,1,1,2,0,23,1400.0
2025-01-01 00:23:30,LINK_MARGIN,20.8457,0,23,30,1,1,2,0,23,1410.0
2025-01-01 00:23:40,DATA_RATE_KBPS,157.6163,0,23,40,1,1,2,0,23,1420.0
2025-01-01 00:23:50,PACKET_LOSS_RATE,1.2085,0,23,50,1,1,2,0,23,1430.0
2025-01-01 00:24:00,CPU_USAGE,36.2162,0,24,0,1,1,2,0,24,1440.0
2025-01-01 00:24:10,MEMORY_USAGE,60.2346,0,24,10,1,1,2,0,24,1450.0
2025-01-01 00:24:20,FLASH_WRITE_RATE,3.4883,0,24,20,1,1,2,0,24,1460.0
2025-01-01 00:24:30,WATCHDOG_COUNTER,74.4131,0,24,30,1,1,2,0,24,1470.0
2025-01-01 00:24:40,TANK_PRESSURE,312.2149,0,24,40,1,1,2,0,24,1480.0
2025-01-01 00:24:50,THRUSTER_VALVE_TEMP,19.1706,0,24,50,1,1,2,0,24,1490.0
2025-01-01 00:25:00,BATT_VOLTAGE_1,28.7236,0,25,0,1,1,2,0,25,1500.0
2025-01-01 00:25:10,BATT_VOLTAGE_2,28.5431,0,25,10,1,1,2,0,25,1510.0
2025-01-01 00:25:20,BATT_CURRENT_1,3.0972,0,25,20,1,1,2,0,25,1520.0
2025-01-01 00:25:30,BATT_CURRENT_2,3.2077,0,25,30,1,1,2,0,25,1530.0
2025-01-01 00:25:40,BATT_TEMP_1,23.9365,0,25,40,1,1,2,0,25,1540.0
2025-01-01 00:25:50,BATT_TEMP_2,30.2935,0,25,50,1,1,2,0,25,1550.0
2025-01-01 00:26:00,BATT_SOC,91.0935,0,26,0,1,1,2,0,26,1560.0
2025-01-01 00:26:10,SOLAR_PANEL_VOLT_A,32.4669,0,26,10,1,1,2,0,26,1570.0
2025-01-01 00:26:20,SOLAR_PANEL_VOLT_B,30.9172,0,26,20,1,1,2,0,26,1580.0
2025-01-01 00:26:30,SOLAR_PANEL_CURR_A,6.6567,0,26,30,1,1,2,0,26,1590.0
2025-01-01 00:26:40,SOLAR_PANEL_CURR_B,5.8471,0,26,40,1,1,2,0,26,1600.0
2025-01-01 00:26:50,SOLAR_POWER_TOTAL,113.693,0,26,50,1,1,2,0,26,1610.0
2025-01-01 00:27:00,BUS_VOLTAGE,28.9661,0,27,0,1,1,2,0,27,1620.0
2025-01-01 00:27:10,BUS_CURRENT,9.5247,0,27,10,1,1,2,0,27,1630.0
2025-01-01 00:27:20,THRUSTER_TEMP_1,25.9642,0,27,20,1,1,2,0,27,1640.0
2025-01-01 00:27:30,THRUSTER_TEMP_2,23.8822,0,27,30,1,1,2,0,27,1650.0
2025-01-01 00:27:40,PAYLOAD_TEMP_CAM,22.0989,0,27,40,1,1,2,0,27,1660.0
2025-01-01 00:27:50,PAYLOAD_TEMP_SENSOR,23.9182,0,27,50,1,1,2,0,27,1670.0
2025-01-01 00:28:00,OBC_TEMP,49.8226,0,28,0,1,1,2,0,28,1680.0
2025-01-01 00:28:10,TRANS_TEMP,40.9168,0,28,10,1,1,2,0,28,1690.0
2025-01-01 00:28:20,STRUCT_TEMP_PANEL_X,26.2929,0,28,20,1,1,2,0,28,1700.0
2025-01-01 00:28:30,STRUCT_TEMP_PANEL_Y,28.5929,0,28,30,1,1,2,0,28,1710.0
2025-01-01 00:28:40,STRUCT_TEMP_PANEL_Z,32.8848,0,28,40,1,1,2,0,28,1720.0
2025-01-01 00:28:50,RADIATOR_TEMP,-7.211,0,28,50,1,1,2,0,28,1730.0
2025-01-01 00:29:00,GYRO_X,0.0057,0,29,0,1,1,2,0,29,1740.0
2025-01-01 00:29:10,GYRO_Y,-0.002,0,29,10,1,1,2,0,29,1750.0
2025-01-01 00:29:20,GYRO_Z,0.014,0,29,20,1,1,2,0,29,1760.0
2025-01-01 00:29:30,MAGNETOMETER_X,35.0745,0,29,30,1,1,2,0,29,1770.0
2025-01-01 00:29:40,MAGNETOMETER_Y,31.5487,0,29,40,1,1,2,0,29,1780.0
2025-01-01 00:29:50,MAGNETOMETER_Z,12.7789,0,29,50,1,1,2,0,29,1790.0
2025-01-01 00:30:00,REACTION_WHEEL_SPD_X,605.5645,0,30,0,1,1,2,0,30,1800.0
2025-01-01 00:30:10,REACTION_WHEEL_SPD_Y,1443.8099,0,30,10,1,1,2,0,30,1810.0
2025-01-01 00:30:20,REACTION_WHEEL_SPD_Z,1422.2139,0,30,20,1,1,2,0,30,1820.0
2025-01-01 00:30:30,ATTITUDE_ROLL,0.8893,0,30,30,1,1,2,0,30,1830.0
2025-01-01 00:30:40,ATTITUDE_PITCH,0.9502,0,30,40,1,1,2,0,30,1840.0
2025-01-01 00:30:50,ATTITUDE_YAW,1.5942,0,30,50,1,1,2,0,30,1850.0
2025-01-01 00:31:00,STAR_TRACKER_VALID,0.5757,0,31,0,1,1,2,0,31,1860.0
2025-01-01 00:31:10,SUN_SENSOR_ANGLE,110.7222,0,31,10,1,1,2,0,31,1870.0
2025-01-01 00:31:20,RF_SIGNAL_STRENGTH,-55.9465,0,31,20,1,1,2,0,31,1880.0
2025-01-01 00:31:30,RF_NOISE_FLOOR,-95.2207,0,31,30,1,1,2,0,31,1890.0
2025-01-01 00:31:40,TX_POWER,2.8184,0,31,40,1,1,2,0,31,1900.0
2025-01-01 00:31:50,LINK_MARGIN,17.9535,0,31,50,1,1,2,0,31,1910.0
2025-01-01 00:32:00,DATA_RATE_KBPS,133.312,0,32,0,1,1,2,0,32,1920.0
2025-01-01 00:32:10,PACKET_LOSS_RATE,1.2116,0,32,10,1,1,2,0,32,1930.0
2025-01-01 00:32:20,CPU_USAGE,40.0701,0,32,20,1,1,2,0,32,1940.0
2025-01-01 00:32:30,MEMORY_USAGE,63.7385,0,32,30,1,1,2,0,32,1950.0
2025-01-01 00:32:40,FLASH_WRITE_RATE,3.1237,0,32,40,1,1,2,0,32,1960.0
2025-01-01 00:32:50,WATCHDOG_COUNTER,76.2469,0,32,50,1,1,2,0,32,1970.0
2025-01-01 00:33:00,TANK_PRESSURE,297.6313,0,33,0,1,1,2,0,33,1980.0
2025-01-01 00:33:10,THRUSTER_VALVE_TEMP,18.0578,0,33,10,1,1,2,0,33,1990.0
2025-01-01 00:33:20,BATT_VOLTAGE_1,28.5608,0,33,20,1,1,2,0,33,2000.0
2025-01-01 00:33:30,BATT_VOLTAGE_2,28.04,0,33,30,1,1,2,0,33,2010.0
2025-01-01 00:33:40,BATT_CURRENT_1,2.8202,0,33,40,1,1,2,0,33,2020.0
2025-01-01 00:33:50,BATT_CURRENT_2,3.2416,0,33,50,1,1,2,0,33,2030.0
2025-01-01 00:34:00,BATT_TEMP_1,28.9566,0,34,0,1,1,2,0,34,2040.0
2025-01-01 00:34:10,BATT_TEMP_2,30.8032,0,34,10,1,1,2,0,34,2050.0
2025-01-01 00:34:20,BATT_SOC,89.0551,0,34,20,1,1,2,0,34,2060.0
2025-01-01 00:34:30,SOLAR_PANEL_VOLT_A,32.5453,0,34,30,1,1,2,0,34,2070.0
2025-01-01 00:34:40,SOLAR_PANEL_VOLT_B,32.2261,0,34,40,1,1,2,0,34,2080.0
2025-01-01 00:34:50,SOLAR_PANEL_CURR_A,6.4118,0,34,50,1,1,2,0,34,2090.0
2025-01-01 00:35:00,SOLAR_PANEL_CURR_B,6.2713,0,35,0,1,1,2,0,35,2100.0
2025-01-01 00:35:10,SOLAR_POWER_TOTAL,111.1891,0,35,10,1,1,2,0,35,2110.0
2025-01-01 00:35:20,BUS_VOLTAGE,28.9374,0,35,20,1,1,2,0,35,2120.0
2025-01-01 00:35:30,BUS_CURRENT,10.6502,0,35,30,1,1,2,0,35,2130.0
2025-01-01 00:35:40,THRUSTER_TEMP_1,22.7438,0,35,40,1,1,2,0,35,2140.0
2025-01-01 00:35:50,THRUSTER_TEMP_2,23.9957,0,35,50,1,1,2,0,35,2150.0
2025-01-01 00:36:00,PAYLOAD_TEMP_CAM,22.8792,0,36,0,1,1,2,0,36,2160.0
2025-01-01 00:36:10,PAYLOAD_TEMP_SENSOR,24.9907,0,36,10,1,1,2,0,36,2170.0
2025-01-01 00:36:20,OBC_TEMP,42.5104,0,36,20,1,1,2,0,36,2180.0
2025-01-01 00:36:30,TRANS_TEMP,44.0239,0,36,30,1,1,2,0,36,2190.0
2025-01-01 00:36:40,STRUCT_TEMP_PANEL_X,34.6139,0,36,40,1,1,2,0,36,2200.0
2025-01-01 00:36:50,STRUCT_TEMP_PANEL_Y,24.1004,0,36,50,1,1,2,0,36,2210.0
2025-01-01 00:37:00,STRUCT_TEMP_PANEL_Z,30.1405,0,37,0,1,1,2,0,37,2220.0
2025-01-01 00:37:10,RADIATOR_TEMP,-9.166,0,37,10,1,1,2,0,37,2230.0
2025-01-01 00:37:20,GYRO_X,0.011,0,37,20,1,1,2,0,37,2240.0
2025-01-01 00:37:30,GYRO_Y,0.0106,0,37,30,1,1,2,0,37,2250.0
2025-01-01 00:37:40,GYRO_Z,-0.0087,0,37,40,1,1,2,0,37,2260.0
2025-01-01 00:37:50,MAGNETOMETER_X,25.859,0,37,50,1,1,2,0,37,2270.0
2025-01-01 00:38:00,MAGNETOMETER_Y,22.1442,0,38,0,1,1,2,0,38,2280.0
2025-01-01 00:38:10,MAGNETOMETER_Z,21.8139,0,38,10,1,1,2,0,38,2290.0
2025-01-01 00:38:20,REACTION_WHEEL_SPD_X,1495.1389,0,38,20,1,1,2,0,38,2300.0
2025-01-01 00:38:30,REACTION_WHEEL_SPD_Y,843.0763,0,38,30,1,1,2,0,38,2310.0
2025-01-01 00:38:40,REACTION_WHEEL_SPD_Z,1675.4093,0,38,40,1,1,2,0,38,2320.0
2025-01-01 00:38:50,ATTITUDE_ROLL,1.5215,0,38,50,1,1,2,0,38,2330.0
2025-01-01 00:39:00,ATTITUDE_PITCH,1.1644,0,39,0,1,1,2,0,39,2340.0
2025-01-01 00:39:10,ATTITUDE_YAW,2.1734,0,39,10,1,1,2,0,39,2350.0
2025-01-01 00:39:20,STAR_TRACKER_VALID,0.5671,0,39,20,1,1,2,0,39,2360.0
2025-01-01 00:39:30,SUN_SENSOR_ANGLE,145.3484,0,39,30,1,1,2,0,39,2370.0
2025-01-01 00:39:40,RF_SIGNAL_STRENGTH,-63.17,0,39,40,1,1,2,0,39,2380.0
2025-01-01 00:39:50,RF_NOISE_FLOOR,-93.8167,0,39,50,1,1,2,0,39,2390.0
2025-01-01 00:40:00,TX_POWER,4.1419,0,40,0,1,1,2,0,40,2400.0
2025-01-01 00:40:10,LINK_MARGIN,15.3004,0,40,10,1,1,2,0,40,2410.0
2025-01-01 00:40:20,DATA_RATE_KBPS,146.52,0,40,20,1,1,2,0,40,2420.0
2025-01-01 00:40:30,PACKET_LOSS_RATE,1.4744,0,40,30,1,1,2,0,40,2430.0
2025-01-01 00:40:40,CPU_USAGE,47.4837,0,40,40,1,1,2,0,40,2440.0
2025-01-01 00:40:50,MEMORY_USAGE,63.6561,0,40,50,1,1,2,0,40,2450.0
2025-01-01 00:41:00,FLASH_WRITE_RATE,3.5253,0,41,0,1,1,2,0,41,2460.0
2025-01-01 00:41:10,WATCHDOG_COUNTER,62.9802,0,41,10,1,1,2,0,41,2470.0
2025-01-01 00:41:20,TANK_PRESSURE,303.5337,0,41,20,1,1,2,0,41,2480.0
2025-01-01 00:41:30,THRUSTER_VALVE_TEMP,21.3422,0,41,30,1,1,2,0,41,2490.0
2025-01-01 00:41:40,BATT_VOLTAGE_1,28.3714,0,41,40,1,1,2,0,41,2500.0
2025-01-01 00:41:50,BATT_VOLTAGE_2,28.4443,0,41,50,1,1,2,0,41,2510.0
2025-01-01 00:42:00,BATT_CURRENT_1,2.9202,0,42,0,1,1,2,0,42,2520.0
2025-01-01 00:42:10,BATT_CURRENT_2,2.7508,0,42,10,1,1,2,0,42,2530.0
2025-01-01 00:42:20,BATT_TEMP_1,26.4173,0,42,20,1,1,2,0,42,2540.0
2025-01-01 00:42:30,BATT_TEMP_2,29.6707,0,42,30,1,1,2,0,42,2550.0
2025-01-01 00:42:40,BATT_SOC,89.69,0,42,40,1,1,2,0,42,2560.0
2025-01-01 00:42:50,SOLAR_PANEL_VOLT_A,31.6877,0,42,50,1,1,2,0,42,2570.0
2025-01-01 00:43:00,SOLAR_PANEL_VOLT_B,32.4721,0,43,0,1,1,2,0,43,2580.0
2025-01-01 00:43:10,SOLAR_PANEL_CURR_A,6.1105,0,43,10,1,1,2,0,43,2590.0
2025-01-01 00:43:20,SOLAR_PANEL_CURR_B,6.2362,0,43,20,1,1,2,0,43,2600.0
2025-01-01 00:43:30,SOLAR_POWER_TOTAL,114.9608,0,43,30,1,1,2,0,43,2610.0
2025-01-01 00:43:40,BUS_VOLTAGE,28.8797,0,43,40,1,1,2,0,43,2620.0
2025-01-01 00:43:50,BUS_CURRENT,8.9145,0,43,50,1,1,2,0,43,2630.0
2025-01-01 00:44:00,THRUSTER_TEMP_1,24.0512,0,44,0,1,1,2,0,44,2640.0
2025-01-01 00:44:10,THRUSTER_TEMP_2,22.5147,0,44,10,1,1,2,0,44,2650.0
