timestamp,command,value,hour,minute,second,day,month,weekday,is_weekend,minute_of_day,elapsed_sec
2025-01-01 17:21:13,CMD_SAFE_MODE_EXIT,1,17,21,13,1,1,2,0,1041,61828.0
2025-01-01 17:27:40,CMD_CAMERA_MODE_STILL,1,17,27,40,1,1,2,0,1047,62215.0
2025-01-01 17:30:12,CMD_PAYLOAD_OFF,1,17,30,12,1,1,2,0,1050,62367.0
2025-01-01 17:38:12,CMD_CAMERA_EXPOSURE_SET,1,17,38,12,1,1,2,0,1058,62847.0
2025-01-01 17:49:37,CMD_PAYLOAD_SELFTEST,1,17,49,37,1,1,2,0,1069,63532.0
2025-01-01 17:50:36,CMD_PAYLOAD_RESET,1,17,50,36,1,1,2,0,1070,63591.0
2025-01-01 17:55:06,CMD_MAGNETORQUER_Y_OFF,1,17,55,6,1,1,2,0,1075,63861.0
2025-01-01 18:11:00,CMD_VALVE1_OPEN,1,18,11,0,1,1,2,0,1091,64815.0
2025-01-01 18:26:17,CMD_SUN_SENSOR_ON,1,18,26,17,1,1,2,0,1106,65732.0
2025-01-01 18:31:36,CMD_LOAD_SHED_OFF,1,18,31,36,1,1,2,0,1111,66051.0
2025-01-01 18:53:27,CMD_HEATER_OBC_ON,1,18,53,27,1,1,2,0,1133,67362.0
2025-01-01 19:03:44,CMD_EPS_RESET,1,19,3,44,1,1,2,0,1143,67979.0
2025-01-01 19:16:24,CMD_LOG_CLEAR,1,19,16,24,1,1,2,0,1156,68739.0
2025-01-01 19:41:20,CMD_CAMERA_MODE_VIDEO,1,19,41,20,1,1,2,0,1181,70235.0
2025-01-01 19:54:23,CMD_SOFTWARE_UPDATE,1,19,54,23,1,1,2,0,1194,71018.0
2025-01-01 20:03:13,CMD_ADCS_MODE_NOMINAL,1,20,3,13,1,1,2,0,1203,71548.0
2025-01-01 20:16:52,CMD_CPU_THROTTLE_100,1,20,16,52,1,1,2,0,1216,72367.0
2025-01-01 20:28:43,CMD_ORBIT_CIRCULARISE,1,20,28,43,1,1,2,0,1228,73078.0
2025-01-01 20:31:57,CMD_MAGNETORQUER_X_OFF,1,20,31,57,1,1,2,0,1231,73272.0
2025-01-01 20:34:51,CMD_TELEMETRY_RATE_LOW,1,20,34,51,1,1,2,0,1234,73446.0
2025-01-01 20:40:57,CMD_SUN_SENSOR_OFF,1,20,40,57,1,1,2,0,1240,73812.0
2025-01-01 20:59:07,CMD_POWER_MODE_ECO,0,20,59,7,1,1,2,0,1259,74902.0
2025-01-01 21:08:07,CMD_POWER_MODE_NORMAL,1,21,8,7,1,1,2,0,1268,75442.0
2025-01-01 21:26:57,CMD_PAYLOAD_HEATER_OFF,1,21,26,57,1,1,2,0,1286,76572.0
2025-01-01 21:32:47,CMD_BATT_CHARGE_ON,1,21,32,47,1,1,2,0,1292,76922.0
2025-01-01 21:34:46,CMD_MISSION_RESUME,1,21,34,46,1,1,2,0,1294,77041.0
2025-01-01 21:52:24,CMD_EPOCH_SET,1,21,52,24,1,1,2,0,1312,78099.0
2025-01-01 21:53:22,CMD_EULER_ANGLE_SET,1,21,53,22,1,1,2,0,1313,78157.0
2025-01-01 22:06:07,CMD_HEATER_THRUSTER2_OFF,1,22,6,7,1,1,2,0,1326,78922.0
2025-01-01 22:07:05,CMD_CAMERA_OFF,1,22,7,5,1,1,2,0,1327,78980.0
2025-01-01 22:20:53,CMD_RF_TX_OFF,1,22,20,53,1,1,2,0,1340,79808.0
2025-01-01 22:36:41,CMD_MODULATION_QPSK,1,22,36,41,1,1,2,0,1356,80756.0
2025-01-01 22:42:37,CMD_COMM_FREQ_CHANGE,1,22,42,37,1,1,2,0,1362,81112.0
2025-01-01 22:56:10,CMD_SAFE_ATTITUDE,1,22,56,10,1,1,2,0,1376,81925.0
2025-01-01 23:12:58,CMD_MISSION_PAUSE,1,23,12,58,1,1,2,0,1392,82933.0
2025-01-01 23:30:22,CMD_EVENT_LOG_CLEAR,1,23,30,22,1,1,2,0,1410,83977.0
2025-01-01 23:31:18,CMD_MEMORY_DUMP,1,23,31,18,1,1,2,0,1411,84033.0
2025-01-01 23:31:24,CMD_SOLAR_PANEL_RETRACT,1,23,31,24,1,1,2,0,1411,84039.0
2025-01-01 23:37:46,CMD_BUS_RESET,1,23,37,46,1,1,2,0,1417,84421.0
2025-01-02 00:07:41,CMD_STAR_TRACKER_RESET,1,0,7,41,2,1,3,0,7,86216.0
2025-01-02 00:21:07,CMD_THRUSTER1_FIRE,1,0,21,7,2,1,3,0,21,87022.0
2025-01-02 00:30:15,CMD_NOMINAL_MODE_ENTER,1,0,30,15,2,1,3,0,30,87570.0
2025-01-02 00:32:58,CMD_WATCHDOG_DISABLE,1,0,32,58,2,1,3,0,32,87733.0
2025-01-02 00:41:07,CMD_RW_X_DESATURATE,1,0,41,7,2,1,3,0,41,88222.0
2025-01-02 01:03:56,CMD_LOG_DOWNLOAD,1,1,3,56,2,1,3,0,63,89591.0
2025-01-02 01:17:47,CMD_VALVE2_OPEN,1,1,17,47,2,1,3,0,77,90422.0
2025-01-02 01:39:00,CMD_FAULT_LOG_DOWNLOAD,1,1,39,0,2,1,3,0,99,91695.0
2025-01-02 01:42:02,CMD_THRUSTER2_OFF,1,1,42,2,2,1,3,0,102,91877.0
2025-01-02 01:49:55,CMD_HEATER_THRUSTER1_OFF,1,1,49,55,2,1,3,0,109,92350.0
2025-01-02 01:50:22,CMD_THRUSTER1_OFF,1,1,50,22,2,1,3,0,110,92377.0
2025-01-02 02:27:24,CMD_CAMERA_CAPTURE,1,2,27,24,2,1,3,0,147,94599.0
2025-01-02 02:29:47,CMD_RF_TX_ON,1,2,29,47,2,1,3,0,149,94742.0
2025-01-02 02:33:55,CMD_DOWNLINK_STOP,1,2,33,55,2,1,3,0,153,94990.0
2025-01-02 02:59:25,CMD_CAMERA_ON,1,2,59,25,2,1,3,0,179,96520.0
2025-01-02 03:00:52,CMD_STATION_KEEP,1,3,0,52,2,1,3,0,180,96607.0
2025-01-02 03:02:44,CMD_MISSION_START,1,3,2,44,2,1,3,0,182,96719.0
2025-01-02 03:06:20,CMD_ECLIPSE_MODE_EXIT,1,3,6,20,2,1,3,0,186,96935.0
2025-01-02 03:07:53,CMD_HEATER_PAYLOAD_ON,1,3,7,53,2,1,3,0,187,97028.0
2025-01-02 03:11:23,CMD_GYRO_RESET,1,3,11,23,2,1,3,0,191,97238.0
2025-01-02 03:12:05,CMD_FAULT_CLEAR,1,3,12,5,2,1,3,0,192,97280.0
2025-01-02 03:25:01,CMD_GYRO_BIAS_UPDATE,1,3,25,1,2,1,3,0,205,98056.0
2025-01-02 03:46:16,CMD_HEATER_THRUSTER2_ON,1,3,46,16,2,1,3,0,226,99331.0
